,element_type,osmid,name,public_transport,geometry,lat,lon,icona
0,node,21226899,Piazza Frattini,platform,POINT (9.1417609 45.4522821),45.4522821,9.1417609,
1,node,21298371,Via Valenza Alzaia Nav. Grande,platform,POINT (9.1687198 45.4509566),45.4509566,9.1687198,
2,node,31774774,P.za Morselli,stop_position,POINT (9.1749509 45.4787442),45.4787442,9.1749509,
3,node,95760547,Via Bartolini Viale Monte Ceneri,platform,POINT (9.1537332 45.4909719),45.4909719,9.1537332,
4,node,95760548,Via Bartolini,platform,POINT (9.1534811 45.4915303),45.4915303,9.1534811,
5,node,95760550,Via Mac Mahon - Viale Monte Ceneri,platform,POINT (9.1570134 45.4934557),45.4934557,9.1570134,
6,node,95766440,Corso Sempione - Via Filiberto,platform,POINT (9.1582607 45.4855757),45.4855757,9.1582607,
7,node,95766815,Piazzale Giulio Cesare,platform,POINT (9.1561864 45.4735476),45.4735476,9.1561864,
8,node,102254906,Piazzale Cuoco,platform,POINT (9.2242657 45.452174),45.452174,9.2242657,
9,node,114336657,Via Segantini - Piazza Belfanti,stop_position,POINT (9.1727674 45.4446254),45.4446254,9.1727674,
10,node,114340464,Via Lorenteggio - Via Vignoli,platform,POINT (9.1462362 45.4532051),45.4532051,9.1462362,
11,node,114359530,Viale Molise - Via Cadibona,platform,POINT (9.2239156 45.4538109),45.4538109,9.2239156,
12,node,114359538,Porta Vittoria,stop_position,POINT (9.223923 45.4595539),45.4595539,9.223923,
13,node,114359562,V.le Campania Via Archimede,platform,POINT (9.223937 45.4658972),45.4658972,9.223937,
14,node,114359567,Viale Romagna - Piazzale Susa,stop_position,POINT (9.2238108 45.469675),45.469675,9.2238108,
15,node,114359572,Largo Rio De Janeiro,platform,POINT (9.2250046 45.4734751),45.4734751,9.2250046,
16,node,245477294,Corso Vercelli - Via Cherubini,platform,POINT (9.1592314 45.4670591),45.4670591,9.1592314,
17,node,245557029,Piazzale Segesta,platform,POINT (9.1365193 45.4751033),45.4751033,9.1365193,
18,node,245557039,Via Morgantini - Via Capecelatro,platform,POINT (9.1319028 45.4695368),45.4695368,9.1319028,
19,node,245557048,Via D'Alviano - Via Tuberose,platform,POINT (9.1383612 45.4586162),45.4586162,9.1383612,
20,node,245557054,Via Soderini - Via D'Alviano,platform,POINT (9.1400656 45.4556353),45.4556353,9.1400656,
21,node,245566207,Conciliazione M1,platform,POINT (9.1655722 45.467439),45.467439,9.1655722,
22,node,248225549,Via Primaticcio - Via Forze Armate,platform,POINT (9.1285337 45.4622095),45.4622095,9.1285337,
23,node,249453837,Via Terzaghi - Via Sant'Elia,stop_position,POINT (9.1308342 45.4872282),45.4872282,9.1308342,
24,node,251745095,Udine M2,platform,POINT (9.237132 45.4905915),45.4905915,9.237132,
25,node,258035691,Piazza Trento,stop_position,POINT (9.2033952 45.4471073),45.4471073,9.2033952,
26,node,260349632,Via Carnia - Via Palmanova,platform,POINT (9.2360076 45.4946969),45.4946969,9.2360076,
27,node,260349654,Via Ronchi - Piazza Monte Titano,platform,POINT (9.2372883 45.4871584),45.4871584,9.2372883,
28,node,260350380,"Via Feltre, 100",platform,POINT (9.2496702 45.491506),45.491506,9.2496702,
29,node,260350384,Piazzale Udine - Via Carnia,platform,POINT (9.2368814 45.4919517),45.4919517,9.2368814,
30,node,260350759,Cimiano M2,platform,POINT (9.2422126 45.4995833),45.4995833,9.2422126,
31,node,262508251,Via Savio - Via S. Giacomo,stop_position,POINT (9.174702 45.4300653),45.4300653,9.174702,
32,node,268403389,Quartiere Barona,platform,POINT (9.1388557 45.4385327),45.4385327,9.1388557,
33,node,268403390,Via Chiodi - Viale Faenza,platform,POINT (9.1406975 45.4384349),45.4384349,9.1406975,
34,node,268403415,Via San Vigilio - Via Di Rudinì,platform,POINT (9.1610501 45.4319019),45.4319019,9.1610501,
35,node,268403421,Via De Nicola - Via San Vigilio,platform,POINT (9.1601674 45.4302035),45.4302035,9.1601674,
36,node,268405030,"Via De Pretis, 100",stop_position,POINT (9.1570919 45.4294992),45.4294992,9.1570919,
37,node,271199334,Quinto Romano,platform,POINT (9.086211 45.4766536),45.4766536,9.086211,
38,node,281014139,Piazzale Perrucchetti,platform,POINT (9.1278899 45.4660283),45.4660283,9.1278899,
39,node,281014594,Piazza Melozzo da Forlì,platform,POINT (9.1294994 45.4682046),45.4682046,9.1294994,
40,node,282006445,Via Mosca - Via Val d'Intelvi,platform,POINT (9.087483 45.4606086),45.4606086,9.087483,
41,node,282012567,Via Forze Armate - Via Nikolajevka,platform,POINT (9.1061113 45.4598402),45.4598402,9.1061113,
42,node,282014871,Primaticcio M1,platform,POINT (9.129239 45.4600225),45.4600225,9.129239,
43,node,292089713,Cimitero di Baggio,platform,POINT (9.0848725 45.4643259),45.4643259,9.0848725,
44,node,293338074,Cairoli M1,stop_position,POINT (9.1808297 45.4676645),45.4676645,9.1808297,
45,node,303499689,QT8 M1,stop_position,POINT (9.1362677 45.4864367),45.4864367,9.1362677,
46,node,306412919,Piazzale Cuoco,platform,POINT (9.2237393 45.4517958),45.4517958,9.2237393,
47,node,306596480,Piazzale Tripoli,platform,POINT (9.1470033 45.4599575),45.4599575,9.1470033,
48,node,343365115,Via Zurigo - Via Carozzi,platform,POINT (9.1169517 45.4561083),45.4561083,9.1169517,
49,node,345361935,Via Washington - Via Costanza,platform,POINT (9.154383 45.459843),45.459843,9.154383,
50,node,345361940,Via Washington - Via Costanza,platform,POINT (9.1549485 45.4593961),45.4593961,9.1549485,
51,node,345361945,Via del Maino - Piazzale Tripoli,platform,POINT (9.1505431 45.4603947),45.4603947,9.1505431,
52,node,345361952,Via del Maino - Piazzale Tripoli,platform,POINT (9.1505391 45.460151),45.460151,9.1505391,
53,node,365547378,Viale Suzzani - Viale Barbera,platform,POINT (9.2062335 45.5216657),45.5216657,9.2062335,
54,node,365561354,V.le Testi Via S. Glicerio,platform,POINT (9.206886 45.518587),45.518587,9.206886,
55,node,392098693,"Via Baroni, 36",stop_position,POINT (9.1719088 45.4130241),45.4130241,9.1719088,
56,node,428296354,Viale Puglie,platform,POINT (9.2239868 45.4484292),45.4484292,9.2239868,
57,node,428787332,Via Foppa - Via Washington,platform,POINT (9.154451 45.4561532),45.4561532,9.154451,
58,node,428791961,Via Foppa - Via Washington,platform,POINT (9.1547945 45.4565361),45.4565361,9.1547945,
59,node,429185332,Piazzale Bologna,platform,POINT (9.224015 45.4433468),45.4433468,9.224015,
60,node,429187148,Corvetto M3,platform,POINT (9.2244709 45.4405616),45.4405616,9.2244709,
61,node,429187149,Piazzale Bologna,platform,POINT (9.2244575 45.4434089),45.4434089,9.2244575,
62,node,432845451,Romolo FS M2,platform,POINT (9.1677208 45.4434908),45.4434908,9.1677208,
63,node,432845456,Romolo FS M2,platform,POINT (9.1672853 45.4437352),45.4437352,9.1672853,
64,node,441590515,Piazzale Gorini,platform,POINT (9.2296952 45.473787),45.473787,9.2296952,
65,node,441590516,Piazzale Gorini,platform,POINT (9.2304964 45.4730444),45.4730444,9.2304964,
66,node,506111737,Viale Tibaldi - Via Meda,platform,POINT (9.1784738 45.443603),45.443603,9.1784738,
67,node,523305455,Via Cassanese - Via Giovanni XXIII (Segrate),platform,POINT (9.2944157 45.4968457),45.4968457,9.2944157,
68,node,523305456,Via Cassanese - Via Giovanni XXIII (Segrate),platform,POINT (9.2931864 45.4969849),45.4969849,9.2931864,
69,node,523305463,Via Gramsci - Via Battisti (Segrate),platform,POINT (9.2941064 45.4961407),45.4961407,9.2941064,
70,node,523305467,Via Manzoni - Via Monzese (Segrate),platform,POINT (9.2874786 45.5013352),45.5013352,9.2874786,
71,node,523305471,"Via Monzese, 25 (Segrate)",platform,POINT (9.2875739 45.4999433),45.4999433,9.2875739,
72,node,523305475,Via Monzese - Via Nenni (Rovagnasco),platform,POINT (9.2885435 45.4974474),45.4974474,9.2885435,
73,node,540813432,Domodossola FN M5,platform,POINT (9.164494 45.4834879),45.4834879,9.164494,
74,node,583399850,Via Scanini,platform,POINT (9.0896039 45.4697056),45.4697056,9.0896039,
75,node,590811288,Via Milano - Via Reggio Emilia (Segrate),platform,POINT (9.2677094 45.4800418),45.4800418,9.2677094,
76,node,615041486,Piazza Stuparich,platform,POINT (9.1429072 45.4824708),45.4824708,9.1429072,
77,node,634639449,Via Diomede - Via Cassino,platform,POINT (9.1372522 45.482855),45.482855,9.1372522,
78,node,634639645,Via Diomede - Via Arenzano,platform,POINT (9.1343563 45.4836679),45.4836679,9.1343563,
79,node,642433231,Lampugnano M1,platform,POINT (9.1264489 45.4885577),45.4885577,9.1264489,
80,node,642433232,Via Cechov - Via Natta,platform,POINT (9.1195208 45.4897969),45.4897969,9.1195208,
81,node,642433233,Via Cechov - Via Natta,platform,POINT (9.1195732 45.4894928),45.4894928,9.1195732,
82,node,643630956,Via Croce - Via Sant'Elia,platform,POINT (9.1277692 45.4928786),45.4928786,9.1277692,
83,node,643630958,Via Croce - Via Sant'Elia,platform,POINT (9.1282252 45.493014),45.493014,9.1282252,
84,node,645389866,Via Uruguay - Via Quarenghi,platform,POINT (9.1241147 45.4939187),45.4939187,9.1241147,
85,node,645389873,Lampugnano M1,platform,POINT (9.1241848 45.4895368),45.4895368,9.1241848,
86,node,645389878,Via Uruguay - Via Quarenghi,platform,POINT (9.124226 45.4941102),45.4941102,9.124226,
87,node,645389913,Viale De Gasperi - Via Grosio,platform,POINT (9.1223216 45.4981862),45.4981862,9.1223216,
88,node,645389918,Viale De Gasperi - Via Grosio,platform,POINT (9.1219731 45.4986228),45.4986228,9.1219731,
89,node,645389928,Viale De Gasperi - Via Pizzoni,platform,POINT (9.1266006 45.4964458),45.4964458,9.1266006,
90,node,647201933,Via Cechov - Via Betti,platform,POINT (9.1151226 45.49405),45.49405,9.1151226,
91,node,647201935,Via Cechov - Via Betti,platform,POINT (9.1139947 45.4945003),45.4945003,9.1139947,
92,node,648626763,Viale Salmoiraghi - Via Montichiari,platform,POINT (9.1401744 45.4844038),45.4844038,9.1401744,
93,node,648626772,QT8 M1,platform,POINT (9.1362926 45.4864668),45.4864668,9.1362926,
94,node,648626781,Piazza Stuparich,platform,POINT (9.1417638 45.4835329),45.4835329,9.1417638,
95,node,648626782,Cadorna FN M1 M2,platform,POINT (9.177442 45.4686867),45.4686867,9.177442,
96,node,648626783,Cadorna FN M1 M2,platform,POINT (9.1779224 45.4688087),45.4688087,9.1779224,
97,node,648626786,Piazza Stuparich,platform,POINT (9.1423986 45.4835942),45.4835942,9.1423986,
98,node,648653672,Via Cechov - Via Omodeo,platform,POINT (9.1177527 45.4915693),45.4915693,9.1177527,
99,node,648653719,QT8 M1,platform,POINT (9.1374265 45.4858095),45.4858095,9.1374265,
100,node,649739307,"Via Betti, 99",platform,POINT (9.1090715 45.4941355),45.4941355,9.1090715,
101,node,649739313,"Via Betti, 44",platform,POINT (9.1113488 45.4925834),45.4925834,9.1113488,
102,node,649739318,"Via Betti, 44",platform,POINT (9.1113782 45.4923502),45.4923502,9.1113782,
103,node,649739404,Via Cechov - Via Betti,platform,POINT (9.1151744 45.49314),45.49314,9.1151744,
104,node,649739407,Via Cechov - Via Betti,platform,POINT (9.1149598 45.4930723),45.4930723,9.1149598,
105,node,649739411,Via Omodeo - Via Cechov,platform,POINT (9.1181294 45.4925251),45.4925251,9.1181294,
106,node,649739415,Via Omodeo - Via Cechov,platform,POINT (9.1177896 45.4924462),45.4924462,9.1177896,
107,node,649739510,"Via Betti, 99",platform,POINT (9.1092781 45.4944929),45.4944929,9.1092781,
108,node,649739564,Uruguay M1,platform,POINT (9.1204583 45.4935556),45.4935556,9.1204583,
109,node,649739566,Uruguay M1,platform,POINT (9.1200667 45.4934126),45.4934126,9.1200667,
110,node,650781102,Via Diomede - Via Trenno,platform,POINT (9.1276996 45.4852301),45.4852301,9.1276996,
111,node,650781127,Via Trenno - Via Diomede,platform,POINT (9.1279704 45.4855112),45.4855112,9.1279704,
112,node,650781131,Via Diomede - Via Trenno,platform,POINT (9.1283872 45.485139),45.485139,9.1283872,
113,node,650781282,Milano Lampugnano,station,POINT (9.1275658 45.4897938),45.4897938,9.1275658,
114,node,653771340,Via Terzaghi - Via Sant'Elia,platform,POINT (9.1308702 45.4873104),45.4873104,9.1308702,
115,node,654538356,Via Diomede - Via Cassino,platform,POINT (9.137968 45.4827841),45.4827841,9.137968,
116,node,654538374,Via Ippodromo - Via Diomede,platform,POINT (9.1241432 45.4859728),45.4859728,9.1241432,
117,node,654538375,Via Ippodromo - Via Patroclo,platform,POINT (9.119927 45.4852378),45.4852378,9.119927,
118,node,654538389,Via Ippodromo - Via Diomede,platform,POINT (9.1243328 45.4858623),45.4858623,9.1243328,
119,node,654538397,Via Diomede - Via Sant'Elia,platform,POINT (9.1309123 45.4844352),45.4844352,9.1309123,
120,node,654538401,Via Diomede - Via Sant'Elia,platform,POINT (9.130954 45.4845124),45.4845124,9.130954,
121,node,654538411,Via Diomede - Via Arenzano,platform,POINT (9.1340288 45.4836389),45.4836389,9.1340288,
122,node,654538441,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1414487 45.4797439),45.4797439,9.1414487,
123,node,654538442,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.141469 45.4796298),45.4796298,9.141469,
124,node,654538443,Piazzale Lotto - Via Diomede,platform,POINT (9.141327 45.4800482),45.4800482,9.141327,
125,node,654538451,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1423099 45.4793962),45.4793962,9.1423099,
126,node,654538454,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1427806 45.4798404),45.4798404,9.1427806,
127,node,654538457,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1432636 45.4799239),45.4799239,9.1432636,
128,node,654538460,Piazzale Lotto - Via Diomede,platform,POINT (9.1424681 45.4805452),45.4805452,9.1424681,
129,node,654538463,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.145005 45.4791226),45.4791226,9.145005,
130,node,654538466,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1440737 45.4788517),45.4788517,9.1440737,
131,node,654538473,Lotto (Fieramilanocity) M1 M5,platform,POINT (9.1438713 45.4793684),45.4793684,9.1438713,
132,node,654538490,,platform,POINT (9.1444156 45.4798605),45.4798605,9.1444156,
133,node,655301749,Via Cellini - Via Cristei (Segrate),platform,POINT (9.2957903 45.4903612),45.4903612,9.2957903,
134,node,655301752,Via Giovanni XXIII - Via San Carlo (Segrate),platform,POINT (9.2932106 45.4992447),45.4992447,9.2932106,
135,node,655301753,Via Morandi - Via Cristei (Segrate),platform,POINT (9.2984542 45.4894283),45.4894283,9.2984542,
136,node,655301755,Via Amendola - Via Nenni (Rovagnasco),platform,POINT (9.2847133 45.497827),45.497827,9.2847133,
137,node,655301756,Via Amendola - Via Olgetta (Rovagnasco),platform,POINT (9.2846838 45.5003068),45.5003068,9.2846838,
138,node,655335119,Via Terzaghi - Via Sant'Elia,platform,POINT (9.1309717 45.4871192),45.4871192,9.1309717,
139,node,655335152,Via Salmoiraghi - Via Montichiari,platform,POINT (9.1391356 45.4852454),45.4852454,9.1391356,
140,node,655335180,Via Albani - Piazza Stuparich,platform,POINT (9.1443754 45.4824162),45.4824162,9.1443754,
141,node,655335182,Via Albani - Piazza Stuparich,platform,POINT (9.1439938 45.4825178),45.4825178,9.1439938,
142,node,655335201,Viale Serra - Viale Scarampo,platform,POINT (9.1437016 45.4850375),45.4850375,9.1437016,
143,node,656735044,"Via Uruguay, 34",platform,POINT (9.1171443 45.4971449),45.4971449,9.1171443,
144,node,656735048,"Via Uruguay, 34",platform,POINT (9.1166436 45.4972115),45.4972115,9.1166436,
145,node,656735052,Via Quarenghi (Centro Commerciale),platform,POINT (9.1142483 45.4969173),45.4969173,9.1142483,
146,node,656735055,Via Quarenghi (Bonola),platform,POINT (9.1136503 45.4973506),45.4973506,9.1136503,
147,node,656735065,Via Croce - Via Uruguay,platform,POINT (9.1236189 45.4934611),45.4934611,9.1236189,
148,node,656735070,Via Croce - Via Uruguay,platform,POINT (9.1233751 45.4933059),45.4933059,9.1233751,
149,node,656735073,Via Uruguay - Via Kant,platform,POINT (9.1201383 45.4969041),45.4969041,9.1201383,
150,node,656735077,Via Uruguay - Via Sem Benelli,platform,POINT (9.122815 45.495988),45.495988,9.122815,
151,node,656735078,Via Uruguay - Via Sem Benelli,platform,POINT (9.1227709 45.4958465),45.4958465,9.1227709,
152,node,656735081,Via Uruguay - Via Kant,platform,POINT (9.1199312 45.497143),45.497143,9.1199312,
153,node,656735085,Piazza Kennedy,platform,POINT (9.1303893 45.495298),45.495298,9.1303893,
154,node,656863425,Via Silva - Via Monte Rosa,platform,POINT (9.1460068 45.4778227),45.4778227,9.1460068,
155,node,656863430,Via Silva - Via Monte Rosa,platform,POINT (9.1462589 45.4777619),45.4777619,9.1462589,
156,node,656863433,Via Silva - Via Albani,platform,POINT (9.1482498 45.4790688),45.4790688,9.1482498,
157,node,656863437,Via Silva - Via Albani,platform,POINT (9.1488974 45.4796932),45.4796932,9.1488974,
158,node,656863438,Portello M5,platform,POINT (9.1516418 45.4814788),45.4814788,9.1516418,
159,node,656863440,Via Gattamelata (Fieramilanocity),platform,POINT (9.153963 45.4830029),45.4830029,9.153963,
160,node,656863441,Via Gattamelata (Fieramilanocity),platform,POINT (9.1533089 45.4823717),45.4823717,9.1533089,
161,node,656863442,Piazzale Damiano Chiesa,platform,POINT (9.1553957 45.4837321),45.4837321,9.1553957,
162,node,656863443,Piazzale Damiano Chiesa,platform,POINT (9.15505 45.4837001),45.4837001,9.15505,
163,node,656863444,Corso Sempione - Via Filiberto,platform,POINT (9.1592504 45.4863875),45.4863875,9.1592504,
164,node,656863445,Via Biondi - Piazza Caneva,platform,POINT (9.1603796 45.4869432),45.4869432,9.1603796,
165,node,658877712,Bonola M1,platform,POINT (9.1101762 45.4962874),45.4962874,9.1101762,
166,node,658877713,Via Cechov - Via Bacchelli,platform,POINT (9.1127945 45.4954733),45.4954733,9.1127945,
167,node,658877718,Bonola M1,platform,POINT (9.1109465 45.496183),45.496183,9.1109465,
168,node,658911165,Via Appennini - Via Quarenghi,platform,POINT (9.1073121 45.5003647),45.5003647,9.1073121,
169,node,658911193,Via Appennini - Via Quarenghi,platform,POINT (9.1074018 45.500996),45.500996,9.1074018,
170,node,658911195,"Via Appennini, 97",platform,POINT (9.103853 45.5041221),45.5041221,9.103853,
171,node,658911196,Via Quarenghi - Via Appennini,platform,POINT (9.1098906 45.4992152),45.4992152,9.1098906,
172,node,658911197,"Via Quarenghi, 43",platform,POINT (9.1106272 45.4987183),45.4987183,9.1106272,
173,node,659563415,Via Gallarate - Via Bolla,platform,POINT (9.1127363 45.5030384),45.5030384,9.1127363,
174,node,659563416,Via Gallarate - Via Cefalù,platform,POINT (9.116154 45.5022482),45.5022482,9.116154,
175,node,660867285,Via Novara - Via Cascina Bellaria,platform,POINT (9.1090394 45.4773571),45.4773571,9.1090394,
176,node,660867286,Via Novara - Via Cascina Bellaria,platform,POINT (9.106277 45.4780766),45.4780766,9.106277,
177,node,660867287,Via Novara - Via Sant‘Elena,platform,POINT (9.1112274 45.4759193),45.4759193,9.1112274,
178,node,660867288,Via Novara - Via Sant‘Elena,platform,POINT (9.1109416 45.4757673),45.4757673,9.1109416,
179,node,660867289,Via Novara - Via Sant'Elena,platform,POINT (9.1121929 45.4761097),45.4761097,9.1121929,
180,node,660867290,Piazza S. Elena,platform,POINT (9.111896 45.4764976),45.4764976,9.111896,
181,node,660867292,"Via Novara, 127",platform,POINT (9.1169759 45.4739552),45.4739552,9.1169759,
182,node,660867293,Via Novara - Via San Giusto,platform,POINT (9.118371 45.4734049),45.4734049,9.118371,
183,node,660867294,Via Harar - Via Pinerolo,platform,POINT (9.1148725 45.4763508),45.4763508,9.1148725,
184,node,660867295,Via Novara - Via Bozzi,platform,POINT (9.1140129 45.4754679),45.4754679,9.1140129,
185,node,660867296,Via Novara - Via Bozzi,platform,POINT (9.114729 45.4754652),45.4754652,9.114729,
186,node,660867298,Via Novara - Via Fleming,platform,POINT (9.1231095 45.4701045),45.4701045,9.1231095,
187,node,660867299,Via Novara - Via Fleming,platform,POINT (9.1235096 45.4704132),45.4704132,9.1235096,
188,node,660867300,Via Novara - Via San Giusto,platform,POINT (9.1194678 45.4724857),45.4724857,9.1194678,
189,node,660867312,"Via Cascina Bellaria, 90",platform,POINT (9.1046425 45.4837487),45.4837487,9.1046425,
190,node,660867313,"Via Cascina Bellaria, 90",platform,POINT (9.1046048 45.4835401),45.4835401,9.1046048,
191,node,660867314,"Via Fratelli Gorlini, 7",platform,POINT (9.1015049 45.4892208),45.4892208,9.1015049,
192,node,660867315,"Via Fratelli Gorlini, 7",platform,POINT (9.1013057 45.489266),45.489266,9.1013057,
193,node,660867316,Piazza Scolari,platform,POINT (9.101125 45.4909824),45.4909824,9.101125,
194,node,660867317,Piazza Scolari,platform,POINT (9.1013022 45.4906263),45.4906263,9.1013022,
195,node,660867318,Via Balla - Via Fratelli Rizzardi,platform,POINT (9.1014567 45.4934577),45.4934577,9.1014567,
196,node,660867324,Via Lampugnano - Via Angioletti,platform,POINT (9.1044375 45.4921093),45.4921093,9.1044375,
197,node,660867325,Via Lampugnano - Via Angioletti,platform,POINT (9.1037878 45.4924737),45.4924737,9.1037878,
198,node,660867326,Via Mafalda di Savoia - Via Lampugnano,platform,POINT (9.1072005 45.4928937),45.4928937,9.1072005,
199,node,660867327,Via Mafalda di Savoia - Via Lampugnano,platform,POINT (9.1067723 45.4924532),45.4924532,9.1067723,
200,node,660867340,Via Cilea - Via Fichera,platform,POINT (9.0977339 45.4994301),45.4994301,9.0977339,
201,node,660867344,"Via Cilea, 106",platform,POINT (9.1005931 45.4971597),45.4971597,9.1005931,
202,node,660867345,"Via Cilea, 70",platform,POINT (9.10305 45.4958342),45.4958342,9.10305,
203,node,660867346,Via Cilea - Via Bacchelli,platform,POINT (9.1064781 45.4966032),45.4966032,9.1064781,
204,node,660867347,Via Cilea - Via Bacchelli,platform,POINT (9.1066496 45.4966765),45.4966765,9.1066496,
205,node,660867349,Lampugnano M1,platform,POINT (9.1273459 45.4884293),45.4884293,9.1273459,
206,node,660867355,Piazzale Cimitero Maggiore,platform,POINT (9.1214847 45.5030585),45.5030585,9.1214847,
207,node,660880367,"Via Cilea, 110",platform,POINT (9.1034845 45.4955203),45.4955203,9.1034845,
208,node,660982729,Via Roma - Via Mazzini (Segrate),platform,POINT (9.2938972 45.4920513),45.4920513,9.2938972,
209,node,661288871,Piazza Stuparich,platform,POINT (9.1433354 45.4822312),45.4822312,9.1433354,
210,node,661288898,Viale Serra - Viale Scarampo,platform,POINT (9.1439614 45.4846785),45.4846785,9.1439614,
211,node,661288904,Viale Serra - Via Traiano,platform,POINT (9.149498 45.4889627),45.4889627,9.149498,
212,node,661288911,Viale Serra - Via Traiano,platform,POINT (9.1489801 45.4881789),45.4881789,9.1489801,
213,node,661288915,Viale Certosa - Viale Serra,platform,POINT (9.1511149 45.4895663),45.4895663,9.1511149,
214,node,661288930,Viale Certosa - Viale Serra,platform,POINT (9.1508957 45.4901644),45.4901644,9.1508957,
215,node,661288941,Viale Certosa - Viale Serra,platform,POINT (9.1510025 45.4904993),45.4904993,9.1510025,
216,node,661288968,Viale Certosa - Viale Serra,platform,POINT (9.1518508 45.4904885),45.4904885,9.1518508,
217,node,661757871,Via Molinetto di Lorenteggio - Via Gonin,platform,POINT (9.1166516 45.4419929),45.4419929,9.1166516,
218,node,661757872,Molinetto di Lorenteggio,platform,POINT (9.11613 45.4429495),45.4429495,9.11613,
219,node,661757877,Lorenteggio,platform,POINT (9.1163854 45.4433994),45.4433994,9.1163854,
220,node,661757879,Lorenteggio,platform,POINT (9.1164314 45.4435334),45.4435334,9.1164314,
221,node,661757880,Lorenteggio,platform,POINT (9.1160697 45.4433876),45.4433876,9.1160697,
222,node,661757882,Bisceglie M1,platform,POINT (9.1126388 45.4553538),45.4553538,9.1126388,
223,node,661757898,Bisceglie M1 - Via Lucca,platform,POINT (9.1128696 45.4557583),45.4557583,9.1128696,
224,node,661757908,Via Beltrami - Via Forze Armate,platform,POINT (9.1161433 45.4601612),45.4601612,9.1161433,
225,node,661757910,Via Lorenteggio - Via Bisceglie,platform,POINT (9.1211969 45.4450621),45.4450621,9.1211969,
226,node,661757912,"Via Olivieri, 12",platform,POINT (9.1138941 45.4642316),45.4642316,9.1138941,
227,node,661757915,Via Venegoni - Via Tosi,platform,POINT (9.1126453 45.4665875),45.4665875,9.1126453,
228,node,661757917,Via Venegoni - Via Pio II,platform,POINT (9.1118203 45.4682349),45.4682349,9.1118203,
229,node,661757918,Via Pio II (Ospedale San Carlo),platform,POINT (9.1128824 45.4701164),45.4701164,9.1128824,
230,node,661773006,Via Pio II (Ospedale San Carlo),platform,POINT (9.1127513 45.4703001),45.4703001,9.1127513,
231,node,661773007,Ospedale San Carlo,platform,POINT (9.1157425 45.469927),45.469927,9.1157425,
232,node,661773011,Ospedale San Carlo,platform,POINT (9.1148275 45.4708005),45.4708005,9.1148275,
233,node,661829363,Via Rossellini - Via Paone,platform,POINT (9.1071584 45.4692382),45.4692382,9.1071584,
234,node,661829364,Via Paone - Via Marchesi,platform,POINT (9.1058737 45.4706593),45.4706593,9.1058737,
235,node,661829365,Via Milly - Via Marchesi,platform,POINT (9.1067045 45.471802),45.471802,9.1067045,
236,node,661829366,Via Pio II - Via Fratelli Zoia,platform,POINT (9.1099164 45.4697527),45.4697527,9.1099164,
237,node,661829367,"Via Milly, 9",platform,POINT (9.1064386 45.4735027),45.4735027,9.1064386,
238,node,661829369,Via Luigi Zoja - Via Fratelli Zoia,platform,POINT (9.1079472 45.4741007),45.4741007,9.1079472,
239,node,661829371,Via Marx - Via Cannizzaro,platform,POINT (9.1095516 45.4742199),45.4742199,9.1095516,
240,node,661829374,Via Tesio - Via Harar,platform,POINT (9.1174588 45.4770492),45.4770492,9.1174588,
241,node,661829376,Via Tesio - Via Harar,platform,POINT (9.1172327 45.4773299),45.4773299,9.1172327,
242,node,661902193,San Siro (Stadio Meazza),platform,POINT (9.1234966 45.4762784),45.4762784,9.1234966,
243,node,661902212,,platform,POINT (9.1250156 45.4759821),45.4759821,9.1250156,
244,node,662188142,Cimiano M2,platform,POINT (9.2401479 45.5005031),45.5005031,9.2401479,
245,node,662249354,Via Principe Eugenio - Via Mac Mahon,platform,POINT (9.1627939 45.4885931),45.4885931,9.1627939,
246,node,662249355,Via Govone - Via Principe Eugenio,platform,POINT (9.1656378 45.4908991),45.4908991,9.1656378,
247,node,662287133,Via Principe Eugenio - Piazza Caneva,platform,POINT (9.1604887 45.4872162),45.4872162,9.1604887,
248,node,662287136,Via Govone - Via Pecetta,platform,POINT (9.1613777 45.49469),45.49469,9.1613777,
249,node,662287137,Via Principe Eugenio - Via Mac Mahon,platform,POINT (9.1642086 45.4896205),45.4896205,9.1642086,
250,node,662287139,Via Govone - Via Principe Eugenio,platform,POINT (9.1654944 45.4906933),45.4906933,9.1654944,
251,node,662287141,Via Govone - Via Caracciolo,platform,POINT (9.1627624 45.4927853),45.4927853,9.1627624,
252,node,662287142,Via Govone - Via Caracciolo,platform,POINT (9.1637285 45.4923532),45.4923532,9.1637285,
253,node,662300553,Via Milly - Via Marchesi,platform,POINT (9.1066278 45.4718474),45.4718474,9.1066278,
254,node,662300555,Via Venegoni - Via Olivieri,platform,POINT (9.1129458 45.465521),45.465521,9.1129458,
255,node,662300556,"Via Olivieri, 12",platform,POINT (9.113934 45.4636407),45.4636407,9.113934,
256,node,662300559,Via Venegoni - Via Pio II,platform,POINT (9.1115197 45.4681785),45.4681785,9.1115197,
257,node,662300561,Via Pio II Via Fratelli Zoia,platform,POINT (9.1093591 45.4702349),45.4702349,9.1093591,
