,element_type,osmid,name,public_transport,geometry,lat,lon,icona
1789,node,2651683563,Via Palmanova - Via Cesana,platform,POINT (9.2363588 45.4965845),45.4965845,9.2363588,
1790,node,2651684228,Via Palmanova - Via De La Salle,platform,POINT (9.242571 45.5013504),45.5013504,9.242571,
1791,node,2651685650,Via Ponte Nuovo - Via Asiago,platform,POINT (9.2372624 45.5074691),45.5074691,9.2372624,
1792,node,2651685974,"Via Meucci, 61",platform,POINT (9.239765 45.5080575),45.5080575,9.239765,
1793,node,2651687847,Via Meucci - Via De Notaris,platform,POINT (9.2433377 45.5089107),45.5089107,9.2433377,
1794,node,2651688413,Via del Ricordo - Via De Notaris,platform,POINT (9.2437062 45.5096464),45.5096464,9.2437062,
1795,node,2651690853,Via del Ricordo - Via Adriano,platform,POINT (9.2459926 45.5108917),45.5108917,9.2459926,
1796,node,2651716329,Via San Mamete - Via Adriano,platform,POINT (9.2482493 45.5108508),45.5108508,9.2482493,
1797,node,2651717273,Via San Mamete - Via Trasimeno,platform,POINT (9.2497164 45.5110782),45.5110782,9.2497164,
1798,node,2651719576,"Via San Mamete, 51",platform,POINT (9.2514572 45.511377),45.511377,9.2514572,
1799,node,2651722607,Via Trasimeno - Via San Mamete,platform,POINT (9.2514781 45.5155608),45.5155608,9.2514781,
1800,node,2651722630,"Via San Mamete, 91",platform,POINT (9.2531011 45.5125423),45.5125423,9.2531011,
1801,node,2651723071,Via Saragat - Via Trasimeno,platform,POINT (9.2495869 45.5153596),45.5153596,9.2495869,
1802,node,2651723072,Via Saragat - Via Trasimeno,platform,POINT (9.2496676 45.5154876),45.5154876,9.2496676,
1803,node,2651723433,Via Nenni,platform,POINT (9.2460453 45.5159014),45.5159014,9.2460453,
1804,node,2651724513,Quartiere Adriano,platform,POINT (9.2442914 45.5167903),45.5167903,9.2442914,
1805,node,2651750041,Via Trasimeno - Via San Mamete,platform,POINT (9.2522373 45.5155531),45.5155531,9.2522373,
1806,node,2651750042,Via La Malfa,platform,POINT (9.2457891 45.5169948),45.5169948,9.2457891,
1807,node,2651751914,"Via San Mamete, 91",platform,POINT (9.2527795 45.5131157),45.5131157,9.2527795,
1808,node,2651754334,"Via San Mamete, 51",platform,POINT (9.2525264 45.5118202),45.5118202,9.2525264,
1809,node,2651754685,Via San Mamete - Via Trasimeno,platform,POINT (9.2497745 45.5123202),45.5123202,9.2497745,
1810,node,2651759822,Via del Ricordo - Via Ponte Nuovo,platform,POINT (9.2381772 45.5093224),45.5093224,9.2381772,
1811,node,2651759844,Via Adriano - Via del Ricordo,platform,POINT (9.2465559 45.5117021),45.5117021,9.2465559,
1812,node,2651759850,Via del Ricordo - Via Adriano,platform,POINT (9.2462626 45.5110394),45.5110394,9.2462626,
1813,node,2651764637,Via Derna - Via Benadir,platform,POINT (9.2358929 45.4990437),45.4990437,9.2358929,
1814,node,2651765054,Via Palmanova - Via Cesana,platform,POINT (9.2349958 45.496669),45.496669,9.2349958,
1815,node,2651767002,P.le Udine - Via Carnia,platform,POINT (9.2366104 45.4917619),45.4917619,9.2366104,
1816,node,2651767007,Via Carnia - Via Palmanova,platform,POINT (9.2358383 45.494332),45.494332,9.2358383,
1817,node,2651768359,Via Ronchi - Piazza Monte Titano,platform,POINT (9.2371081 45.4873674),45.4873674,9.2371081,
1818,node,2651769006,Via del Ricordo - Via De Notaris,platform,POINT (9.2434953 45.5104914),45.5104914,9.2434953,
1819,node,2653803192,Via Pitteri - Via Tanzi,platform,POINT (9.2458532 45.4772594),45.4772594,9.2458532,
1820,node,2653804621,"Via Trentacoste, 9",platform,POINT (9.2434803 45.4731841),45.4731841,9.2434803,
1821,node,2653813817,Via Don San Martino - Via Marescalchi,platform,POINT (9.2350155 45.4687103),45.4687103,9.2350155,
1822,node,2653813818,Largo Sereni,platform,POINT (9.2350114 45.4674171),45.4674171,9.2350114,
1823,node,2653814460,Viale Argonne - Via Marescalchi,platform,POINT (9.232941 45.4679401),45.4679401,9.232941,
1824,node,2653824863,Via Mascagni - Via Conservatorio,platform,POINT (9.2022957 45.46608),45.46608,9.2022957,
1825,node,2653825749,C.so Monforte - Via Donizetti,platform,POINT (9.2045851 45.467425),45.467425,9.2045851,
1826,node,2653863599,P.za Risorgimento,platform,POINT (9.2109895 45.4675482),45.4675482,9.2109895,
1827,node,2653869319,Piazzale Susa,platform,POINT (9.2233629 45.4675932),45.4675932,9.2233629,
1828,node,2653871049,Largo Sereni,platform,POINT (9.2338879 45.4673573),45.4673573,9.2338879,
1829,node,2653871625,Via Don S. Martino - Via Marescalchi,platform,POINT (9.2351807 45.4681736),45.4681736,9.2351807,
1830,node,2653887470,Via Pitteri - Via Oslavia,platform,POINT (9.2451354 45.4814311),45.4814311,9.2451354,
1831,node,2655759127,Piazzale Loreto - Via Padova,platform,POINT (9.2179341 45.4870175),45.4870175,9.2179341,
1832,node,2655760267,Via Padova - Via Pasteur,platform,POINT (9.2206378 45.489069),45.489069,9.2206378,
1833,node,2655760270,Via Padova - Via Predabissi,platform,POINT (9.222687 45.4906222),45.4906222,9.222687,
1834,node,2655761685,Via Padova - Via Chavez,platform,POINT (9.2249591 45.4923052),45.4923052,9.2249591,
1835,node,2655761841,Via Padova - Via Esterle,platform,POINT (9.2294998 45.49571),45.49571,9.2294998,
1836,node,2655763313,Via Padova - Via Bengasi,platform,POINT (9.2340783 45.49919),45.49919,9.2340783,
1837,node,2655765534,Via Padova - Viale Don Orione,platform,POINT (9.237069 45.5014442),45.5014442,9.237069,
1838,node,2655767049,Via Padova - Via De La Salle,platform,POINT (9.240414 45.5039632),45.5039632,9.240414,
1839,node,2655767050,Via Padova - Via Emo,platform,POINT (9.2423478 45.5054315),45.5054315,9.2423478,
1840,node,2655767105,Via Padova - Via Rovigo,platform,POINT (9.244874 45.5073415),45.5073415,9.244874,
1841,node,2655767410,Via Padova - Via Giulietti,platform,POINT (9.2465896 45.5086214),45.5086214,9.2465896,
1842,node,2655768678,Quartiere Adriano,platform,POINT (9.2444102 45.5165403),45.5165403,9.2444102,
1843,node,2655777641,Via Padova - Via Giulietti,platform,POINT (9.2470783 45.5091573),45.5091573,9.2470783,
1844,node,2655784984,Via Padova - Via Rovigo,platform,POINT (9.245397 45.5078994),45.5078994,9.245397,
1845,node,2655784985,Via Padova - Via Bengasi,platform,POINT (9.2346842 45.4998008),45.4998008,9.2346842,
1846,node,2655784986,Via Padova - Via Emo,platform,POINT (9.2437524 45.5066966),45.5066966,9.2437524,
1847,node,2655784987,Via Padova - Via De La Salle,platform,POINT (9.2392952 45.5032789),45.5032789,9.2392952,
1848,node,2655784988,Via Padova - Viale Don Orione,platform,POINT (9.2378334 45.5021716),45.5021716,9.2378334,
1849,node,2655787647,Via Padova - Via Esterle,platform,POINT (9.2290569 45.4955369),45.4955369,9.2290569,
1850,node,2655787658,Via Padova - Via Mamiani,platform,POINT (9.2309609 45.4969795),45.4969795,9.2309609,
1851,node,2655787670,Via Padova - Via Chavez,platform,POINT (9.2256559 45.4929975),45.4929975,9.2256559,
1852,node,2655790968,Via Padova - Via Predabissi,platform,POINT (9.2240723 45.4917795),45.4917795,9.2240723,
1853,node,2655790976,Via Padova - Via Pasteur,platform,POINT (9.2210876 45.4895489),45.4895489,9.2210876,
1854,node,2655791330,Piazzale Loreto - Via Padova,platform,POINT (9.2177949 45.4870514),45.4870514,9.2177949,
1855,node,2655813144,Via Passo Rolle - Via Feltre,platform,POINT (9.2477244 45.4907069),45.4907069,9.2477244,
1856,node,2655814103,Via Passo Rolle - Via Rombon,platform,POINT (9.2480797 45.4879447),45.4879447,9.2480797,
1857,node,2655814108,Via Passo Rolle - Via Rombon,platform,POINT (9.2483317 45.4885012),45.4885012,9.2483317,
1858,node,2655815607,Via Pisani Dossi - Via Crescenzago,platform,POINT (9.2429079 45.4874594),45.4874594,9.2429079,
1859,node,2655815608,Quartiere Feltre,platform,POINT (9.2453546 45.4868088),45.4868088,9.2453546,
1860,node,2655817999,"Via Pisani Dossi, 26",platform,POINT (9.244165 45.4885579),45.4885579,9.244165,
1861,node,2655819182,Udine M2,platform,POINT (9.2378484 45.491161),45.491161,9.2378484,
1862,node,2655819183,Via Feltre - Via Crescenzago,platform,POINT (9.2408533 45.4912801),45.4912801,9.2408533,
1863,node,2655819671,Largo Gemito,platform,POINT (9.2337714 45.489951),45.489951,9.2337714,
1864,node,2655820401,Piazza Durante,platform,POINT (9.2250181 45.4888321),45.4888321,9.2250181,
1865,node,2655820410,Via Teodosio - Via Casoretto,platform,POINT (9.2290999 45.4890538),45.4890538,9.2290999,
1866,node,2655823568,Via Porpora - Via Lulli,platform,POINT (9.2210444 45.4864743),45.4864743,9.2210444,
1867,node,2655827135,Via Porpora - Via Lulli,platform,POINT (9.2212535 45.4857445),45.4857445,9.2212535,
1868,node,2655827824,Via Lulli - Via Costa,platform,POINT (9.2212025 45.4873852),45.4873852,9.2212025,
1869,node,2655827825,Via Teodosio - Via Casoretto,platform,POINT (9.2289038 45.4889154),45.4889154,9.2289038,
1870,node,2655827826,Piazza Durante,platform,POINT (9.2228908 45.4886835),45.4886835,9.2228908,
1871,node,2655827842,Largo Gemito,platform,POINT (9.2320525 45.4892434),45.4892434,9.2320525,
1872,node,2655829297,Udine M2,platform,POINT (9.2364205 45.4907904),45.4907904,9.2364205,
1873,node,2655829298,Via Feltre - Via Crescenzago,platform,POINT (9.2407085 45.4911524),45.4911524,9.2407085,
1874,node,2655830447,Via Pisani Dossi - Via Crescenzago,platform,POINT (9.2433102 45.487745),45.487745,9.2433102,
1875,node,2655830455,Via Pisani Dossi - Via Feltre,platform,POINT (9.2429454 45.4902459),45.4902459,9.2429454,
1876,node,2655835417,Via Rombon - Via Passo Rolle,platform,POINT (9.2469264 45.4868748),45.4868748,9.2469264,
1877,node,2655836478,Via Passo Rolle - Via Feltre,platform,POINT (9.2479215 45.4906637),45.4906637,9.2479215,
1878,node,2659231278,P.za Lega Lombarda,platform,POINT (9.1802628 45.4773213),45.4773213,9.1802628,
1879,node,2659360764,Via Plana - Viale Monte Ceneri,platform,POINT (9.1529339 45.490547),45.490547,9.1529339,
1880,node,2659362311,Via Tavazzano,platform,POINT (9.1483014 45.4927264),45.4927264,9.1483014,
1881,node,2662811502,Via Soderini - Piazzale Tripoli,platform,POINT (9.1467217 45.458287),45.458287,9.1467217,
1882,node,2662815867,Via Soderini - Via Neri,platform,POINT (9.1431411 45.4568817),45.4568817,9.1431411,
1883,node,2662818263,Via Soderini - Viale San Gimignano,platform,POINT (9.1369264 45.4550885),45.4550885,9.1369264,
1884,node,2662820234,Via dei Giacinti - Via dei Giaggioli,platform,POINT (9.1313921 45.4504478),45.4504478,9.1313921,
1885,node,2662820480,Via dei Giaggioli - Via Cascina Corba,platform,POINT (9.129816 45.4514516),45.4514516,9.129816,
1886,node,2662820621,Via Cascina Corba - Via degli Astri,platform,POINT (9.1266 45.4511299),45.4511299,9.1266,
1887,node,2662828661,"Via Lucca, 44",platform,POINT (9.1069767 45.4548175),45.4548175,9.1069767,
1888,node,2662838180,"Via Valsesia, 66",platform,POINT (9.095025 45.4539841),45.4539841,9.095025,
1889,node,2662840694,Via Val d'Intelvi - Via Cusago,platform,POINT (9.0870615 45.4613496),45.4613496,9.0870615,
1890,node,2662843884,Via Mosca - Via Noale,platform,POINT (9.0856951 45.4583149),45.4583149,9.0856951,
1891,node,2662844113,Via Mosca - Via Val d'Intelvi,platform,POINT (9.0881796 45.4592088),45.4592088,9.0881796,
1892,node,2662847374,"Via Valsesia, 66",platform,POINT (9.0952649 45.4537486),45.4537486,9.0952649,
1893,node,2662849222,"Via Lucca, 44",platform,POINT (9.1071667 45.4547349),45.4547349,9.1071667,
1894,node,2664120596,Via dei Ciclamini - Via delle Orchidee,platform,POINT (9.1276563 45.4561196),45.4561196,9.1276563,
1895,node,2664120877,Via dei Ciclamini - Via degli Anemoni,platform,POINT (9.1284208 45.4548402),45.4548402,9.1284208,
1896,node,2664137046,Via degli Anemoni - Via Primaticcio,platform,POINT (9.1316606 45.4550324),45.4550324,9.1316606,
1897,node,2664142122,Largo Brasilia,platform,POINT (9.1352315 45.451786),45.451786,9.1352315,
1898,node,2664152347,Via Soderini - Viale San Gimignano,platform,POINT (9.1369582 45.4548986),45.4548986,9.1369582,
1899,node,2664153098,Via Soderini - Via Neri,platform,POINT (9.143544 45.4567984),45.4567984,9.143544,
1900,node,2664153220,Via Soderini - Piazzale Tripoli,platform,POINT (9.1479687 45.4581608),45.4581608,9.1479687,
1901,node,2665597586,Via Conchetta,platform,POINT (9.1791268 45.4467604),45.4467604,9.1791268,
1902,node,2665599980,"Alzaia Naviglio Pavese, 60",platform,POINT (9.1760946 45.444865),45.444865,9.1760946,
1903,node,2665610047,Via Fra Cristoforo - Via Renzo e Lucia,platform,POINT (9.1728598 45.4361275),45.4361275,9.1728598,
1904,node,2665611536,Via Fra Cristoforo - Via Don Rodrigo,platform,POINT (9.1717767 45.4342162),45.4342162,9.1717767,
1905,node,2665612322,Quartiere Cascina Caimera,platform,POINT (9.1695541 45.4319363),45.4319363,9.1695541,
1906,node,2665617638,Famagosta M2,platform,POINT (9.1696027 45.4372109),45.4372109,9.1696027,
1907,node,2665624752,Via San Vigilio - Via San Paolino,platform,POINT (9.1636669 45.4347124),45.4347124,9.1636669,
1908,node,2665628422,Via San Vigilio (Pronto Soccorso),platform,POINT (9.1621529 45.4336395),45.4336395,9.1621529,
1909,node,2665629447,Ospedale San Paolo,platform,POINT (9.1588904 45.4331427),45.4331427,9.1588904,
1910,node,2665657134,Via Voltri - Via De Nicola,platform,POINT (9.1543233 45.4328149),45.4328149,9.1543233,
1911,node,2665661664,Via De Nicola - Via Voltri,platform,POINT (9.1561657 45.431198),45.431198,9.1561657,
1912,node,2665720151,Via San Vigilio (Pronto Soccorso),platform,POINT (9.1626035 45.4337259),45.4337259,9.1626035,
1913,node,2665721436,Via San Vigilio - Via San Paolino,platform,POINT (9.1638729 45.4346347),45.4346347,9.1638729,
1914,node,2665729560,Quartiere Cascina Caimera,platform,POINT (9.1695352 45.4319452),45.4319452,9.1695352,
1915,node,2665782703,Via Don Rodrigo - Via Fra Cristoforo,platform,POINT (9.1708456 45.4339937),45.4339937,9.1708456,
1916,node,2665785604,Via Fra Cristoforo - Via Don Rodrigo,platform,POINT (9.1721168 45.4346593),45.4346593,9.1721168,
1917,node,2665785610,Via Fra Cristoforo - Via Renzo e Lucia,platform,POINT (9.1731963 45.4360417),45.4360417,9.1731963,
1918,node,2665788104,Via Bordighera - Via Schiavoni,platform,POINT (9.1737369 45.4389298),45.4389298,9.1737369,
1919,node,2665789145,Via Bordighera - Via Rimini,platform,POINT (9.1738093 45.4401268),45.4401268,9.1738093,
1920,node,2666147343,Via Spezia,platform,POINT (9.172752 45.4415398),45.4415398,9.172752,
1921,node,2666935033,Via Benedetto Marcello,platform,POINT (9.2081206 45.4815805),45.4815805,9.2081206,
1922,node,2667005368,Via Benedetto Marcello,platform,POINT (9.2089865 45.481192),45.481192,9.2089865,
1923,node,2667005369,Lima M1,platform,POINT (9.2110523 45.4800896),45.4800896,9.2110523,
1924,node,2667005370,Via Vitruvio,platform,POINT (9.2069703 45.4822824),45.4822824,9.2069703,
1925,node,2668421266,Piazzale Gorini (Istituto dei Tumori),platform,POINT (9.2311046 45.4735345),45.4735345,9.2311046,
1926,node,2668421267,Via Strambio (Istituto dei Tumori),platform,POINT (9.2326889 45.4735467),45.4735467,9.2326889,
1927,node,2668424488,Via Botticelli - Via Saldini,platform,POINT (9.2278262 45.4735071),45.4735071,9.2278262,
1928,node,2668430722,Piazza Ferravilla,platform,POINT (9.2239232 45.4719595),45.4719595,9.2239232,
1929,node,2668430728,Piazza Ferravilla,platform,POINT (9.2236903 45.4712236),45.4712236,9.2236903,
1930,node,2668452933,Via Cimarosa - Via Monferrato,platform,POINT (9.1584913 45.465449),45.465449,9.1584913,
1931,node,2668452935,Piazza Piemonte,platform,POINT (9.1550098 45.466096),45.466096,9.1550098,
1932,node,2668455763,Via Washington - Via Costanza,platform,POINT (9.1547118 45.4602322),45.4602322,9.1547118,
1933,node,2668467396,C.so Vercelli - Via Cherubini,platform,POINT (9.1592905 45.4661938),45.4661938,9.1592905,
1934,node,2668505483,Largo Rio De Janeiro,platform,POINT (9.2243448 45.473366),45.473366,9.2243448,
1935,node,2668517864,Via Strambio (Istituto dei Tumori),platform,POINT (9.232051 45.4734147),45.4734147,9.232051,
1936,node,2668517874,P.le Gorini (Istituto dei Tumori),platform,POINT (9.2293575 45.4733995),45.4733995,9.2293575,
1937,node,2668517881,Via Botticelli - Via Saldini,platform,POINT (9.2276059 45.4733832),45.4733832,9.2276059,
1938,node,2668517891,Largo Murani,platform,POINT (9.2338936 45.4734336),45.4734336,9.2338936,
1939,node,2707129442,Zara M3 M5,platform,POINT (9.1929762 45.4934785),45.4934785,9.1929762,
1940,node,2707129452,Zara M3 M5,platform,POINT (9.1927241 45.4930367),45.4930367,9.1927241,
1941,node,2707204585,Maciachini M3,platform,POINT (9.1832836 45.4971718),45.4971718,9.1832836,
1942,node,2707210897,Via Maffucci - Via Baldinucci,platform,POINT (9.1693886 45.5039147),45.5039147,9.1693886,
1943,node,2707212224,Bausan,platform,POINT (9.1663739 45.5026343),45.5026343,9.1663739,
1944,node,2707223596,Via Candiani - Via Tartini,platform,POINT (9.1740016 45.5059272),45.5059272,9.1740016,
1945,node,2707224402,Via Tartini - Via Carnevali,platform,POINT (9.1758824 45.5049218),45.5049218,9.1758824,
1946,node,2711706935,Viale Monte Santo,platform,POINT (9.1942777 45.4796565),45.4796565,9.1942777,
1947,node,2714678531,Via Marignano (Sede INPS),stop_position,POINT (9.2656072 45.4347044),45.4347044,9.2656072,
1948,node,2715718860,Piazza Frattini,stop_position,POINT (9.1422353 45.4513388),45.4513388,9.1422353,
1949,node,2742497458,Cascina California,stop_position,POINT (9.192307 45.5217716),45.5217716,9.192307,
1950,node,2742497461,Niguarda Nord,stop_position,POINT (9.1924745 45.518567),45.518567,9.1924745,
1951,node,2742497464,Via Maestri del Lavoro,stop_position,POINT (9.1967767 45.5190558),45.5190558,9.1967767,
1952,node,2744324320,,platform,POINT (9.2991663 45.4845029),45.4845029,9.2991663,
1953,node,2744531065,Via Morandi - Via Modigliani (Segrate),platform,POINT (9.2987448 45.48674),45.48674,9.2987448,
1954,node,2746602222,,stop_position,POINT (9.1786055 45.516963),45.516963,9.1786055,
1955,node,2747799583,Maciachini M3,stop_position,POINT (9.1832796 45.4972009),45.4972009,9.1832796,
1956,node,2762341491,Via Emilio De Marchi Via San Rafael delle Ande,platform,POINT (9.2086485 45.4991124),45.4991124,9.2086485,
1957,node,2770307168,De Angeli M1,platform,POINT (9.1489707 45.4665952),45.4665952,9.1489707,
1958,node,2770493168,Via San Vigilio (Pronto Soccorso),stop_position,POINT (9.1622949 45.4335717),45.4335717,9.1622949,
1959,node,2781396788,Piazza Maggi,stop_position,POINT (9.1708507 45.4378933),45.4378933,9.1708507,
1960,node,2791482211,Porta Genova M2,stop_position,POINT (9.1700098 45.4534637),45.4534637,9.1700098,
1961,node,2791482214,Porta Genova M2,platform,POINT (9.1699724 45.4534656),45.4534656,9.1699724,
1962,node,2791482219,Porta Lodovica,platform,POINT (9.1891008 45.4512621),45.4512621,9.1891008,
1963,node,2815051701,Piazza Vesuvio,stop_position,POINT (9.159461 45.4603225),45.4603225,9.159461,
1964,node,2817355938,C.so Vercelli - Via Cherubini,stop_position,POINT (9.1592425 45.4661912),45.4661912,9.1592425,
1965,node,2817423012,Viale di Porta Vercellina - Via San Vittore,stop_position,POINT (9.1650172 45.4637779),45.4637779,9.1650172,
1966,node,2820769012,Viale Aviazione,platform,POINT (9.2543159 45.4607552),45.4607552,9.2543159,
1967,node,2856773444,V.le Abruzzi - Via Plinio,platform,POINT (9.217098 45.4761376),45.4761376,9.217098,
1968,node,2856773445,Viale Abruzzi - Via Plinio,platform,POINT (9.2172051 45.4771895),45.4771895,9.2172051,
1969,node,2859842830,Viale Romagna - Via Pascoli,platform,POINT (9.2238523 45.4758279),45.4758279,9.2238523,
1970,node,2859872048,Via Leoncavallo - Via Mancinelli,platform,POINT (9.2269068 45.4912692),45.4912692,9.2269068,
1971,node,2859878218,Via Porpora - Viale Lombardia,platform,POINT (9.2229908 45.4859816),45.4859816,9.2229908,
1972,node,2859881743,Viale Romagna - Piazzale Piola M2,platform,POINT (9.2235884 45.4795068),45.4795068,9.2235884,
1973,node,2859881744,Viale Lombardia - Via Vallazze,platform,POINT (9.2235106 45.4845298),45.4845298,9.2235106,
1974,node,2859881745,Piola M2,platform,POINT (9.2235755 45.481145),45.481145,9.2235755,
1975,node,2859883816,Viale Romagna - Piazzale Piola M2,platform,POINT (9.2237439 45.4795067),45.4795067,9.2237439,
1976,node,2859889328,Piazza Carlo Erba,platform,POINT (9.2204563 45.4748901),45.4748901,9.2204563,
1977,node,2859891239,Via Verrocchio,platform,POINT (9.2194644 45.472849),45.472849,9.2194644,
1978,node,2859894501,Via Castel Morrone - Via Modena,platform,POINT (9.2154422 45.4708645),45.4708645,9.2154422,
1979,node,2859906856,Via Cadore - Via Bergamo,platform,POINT (9.2112561 45.4561474),45.4561474,9.2112561,
1980,node,2859912035,Via Tiraboschi,platform,POINT (9.2082172 45.452353),45.452353,9.2082172,
1981,node,2859912153,Piazza Buozzi,platform,POINT (9.2067339 45.4503107),45.4503107,9.2067339,
1982,node,2860037788,Piazza Buozzi,platform,POINT (9.2069592 45.4503485),45.4503485,9.2069592,
1983,node,2860037790,Via Tiraboschi,platform,POINT (9.208676 45.4521887),45.4521887,9.208676,
1984,node,2860061583,Piazza Carlo Erba,platform,POINT (9.2214265 45.4744476),45.4744476,9.2214265,
1985,node,2860061584,Via Vanvitelli Prima di Piazza Aspari,platform,POINT (9.2214539 45.4713812),45.4713812,9.2214539,
1986,node,2860065379,Piola M2,platform,POINT (9.22412 45.4808229),45.4808229,9.22412,
1987,node,2860065380,Piazza Durante,platform,POINT (9.2232404 45.4893778),45.4893778,9.2232404,
1988,node,2860065381,Via Porpora - Viale Lombardia,platform,POINT (9.2223524 45.4860794),45.4860794,9.2223524,
1989,node,2860065382,Viale Lombardia - Via Vallazz,platform,POINT (9.2237203 45.4839546),45.4839546,9.2237203,
1990,node,2860066520,Via Leoncavallo - Via Mancinelli,platform,POINT (9.226483 45.4914495),45.4914495,9.226483,
1991,node,2862131629,Via Bagarotti - Via Valsesia,platform,POINT (9.098713 45.4583057),45.4583057,9.098713,
1992,node,2862183667,Piazza Ghirlandaio,platform,POINT (9.1452784 45.4669687),45.4669687,9.1452784,
1993,node,2862183668,De Angeli M1,platform,POINT (9.1478295 45.4667337),45.4667337,9.1478295,
1994,node,2862207916,Piazza Ghirlandaio,platform,POINT (9.1469924 45.4669236),45.4669236,9.1469924,
1995,node,2868399805,Largo Brasilia,platform,POINT (9.1344364 45.4520428),45.4520428,9.1344364,
1996,node,2868407742,Via Primaticcio - Via Orchidee,platform,POINT (9.1316123 45.4565936),45.4565936,9.1316123,
1997,node,2868407743,Via Primaticcio - Via Orchidee,platform,POINT (9.1313655 45.4563452),45.4563452,9.1313655,
1998,node,2870175902,Via da Baggio - Via Quinto Romano,platform,POINT (9.0886474 45.4641654),45.4641654,9.0886474,
1999,node,2870175903,Via da Baggio - Via Quinto Romano,platform,POINT (9.0888638 45.4643427),45.4643427,9.0888638,
2000,node,2870196120,Via Rismondo - Via da Baggio,platform,POINT (9.0908727 45.464704),45.464704,9.0908727,
2001,node,2886845058,Via Primaticcio - Via Forze Armate,platform,POINT (9.1267443 45.4628228),45.4628228,9.1267443,
2002,node,2886845060,Via Forze Armate - Via Labus,platform,POINT (9.1244752 45.4623243),45.4623243,9.1244752,
2003,node,2886903239,Piazza Piemonte,platform,POINT (9.1542987 45.4655487),45.4655487,9.1542987,
2004,node,2886907973,Piazza Sicilia,platform,POINT (9.1523675 45.463675),45.463675,9.1523675,
2005,node,2886907974,Piazza Sicilia,platform,POINT (9.1524748 45.4634794),45.4634794,9.1524748,
2006,node,2886907975,Via Sardegna - Piazzale Tripoli,platform,POINT (9.1505055 45.4611355),45.4611355,9.1505055,
2007,node,2886925986,Via Guido d'Arezzo,platform,POINT (9.1637261 45.4680733),45.4680733,9.1637261,
2008,node,2886956717,Via Guido d'Arezzo,platform,POINT (9.1630402 45.4682497),45.4682497,9.1630402,
2009,node,2887017262,Piazza Piemonte,platform,POINT (9.1545457 45.4662503),45.4662503,9.1545457,
2010,node,2887079094,Via Quinto Romano - Via Roane,platform,POINT (9.0862469 45.4649064),45.4649064,9.0862469,
2011,node,2887079666,Via Quinto Romano - Via Budrio,platform,POINT (9.085239 45.4669013),45.4669013,9.085239,
2012,node,2887383937,P.le Accursio,platform,POINT (9.1461665 45.4920212),45.4920212,9.1461665,
2013,node,2888533001,Bonola M1,stop_position,POINT (9.1106777 45.4963493),45.4963493,9.1106777,
2014,node,2888749423,Bonola M1,stop_position,POINT (9.1107273 45.496459),45.496459,9.1107273,
2015,node,2888932341,Via Bergognone,stop_position,POINT (9.1643338 45.4529013),45.4529013,9.1643338,
2016,node,2896922078,Via Ariosto,stop_position,POINT (9.1656651 45.4697814),45.4697814,9.1656651,
2017,node,2923126645,Piazzale Bacone,platform,POINT (9.2171484 45.480457),45.480457,9.2171484,
2018,node,2924350291,"Via Cascina Bianca, 9",platform,POINT (9.1540603 45.4263284),45.4263284,9.1540603,
2019,node,2924350292,,platform,POINT (9.1540415 45.4293984),45.4293984,9.1540415,
2020,node,2924350377,"Via De Pretis, 83",platform,POINT (9.1532024 45.4289148),45.4289148,9.1532024,
2021,node,2924350395,"Via Cascina Bianca, 9",platform,POINT (9.1539718 45.4262022),45.4262022,9.1539718,
2022,node,2924360256,Via Cascina Bianca - Via De Pretis,platform,POINT (9.1522954 45.4277911),45.4277911,9.1522954,
2023,node,2924360279,Via Cascina Bianca - Via De Pretis,platform,POINT (9.1524161 45.4278589),45.4278589,9.1524161,
2024,node,2924372002,Via Cascina Bianca - Via De Finetti,platform,POINT (9.1574905 45.4251369),45.4251369,9.1574905,
2025,node,2924372022,Via Cascina Bianca - Via De Finetti,platform,POINT (9.1573564 45.4250465),45.4250465,9.1573564,
2026,node,2924372034,"Via De Pretis, 83",platform,POINT (9.1534599 45.4291495),45.4291495,9.1534599,
2027,node,2931864655,,platform,POINT (9.2030264 45.4219176),45.4219176,9.2030264,
2028,node,2933256648,Via Lambro (Segrate),platform,POINT (9.290166 45.4934427),45.4934427,9.290166,
2029,node,2942185009,Via Breda - Via Rucellai,stop_position,POINT (9.2152811 45.5115878),45.5115878,9.2152811,
2030,node,2943609225,Via Novara - Via San Giusto,platform,POINT (9.1203554 45.4722677),45.4722677,9.1203554,
2031,node,2947251443,Via Lario - Via Murat,platform,POINT (9.1918893 45.49579),45.49579,9.1918893,
2032,node,2977882640,Via Broni - Via Bianconi,platform,POINT (9.2044878 45.4343594),45.4343594,9.2044878,
2033,node,2977882641,Via Quaranta,platform,POINT (9.2016757 45.4361033),45.4361033,9.2016757,
2034,node,2988500054,Via Val di Bondo,platform,POINT (9.1611777 45.5238938),45.5238938,9.1611777,
2035,node,2989246792,,platform,POINT (9.1169589 45.4927517),45.4927517,9.1169589,
2036,node,2990667911,Bonola M1,stop_position,POINT (9.1106874 45.4964208),45.4964208,9.1106874,
2037,node,2990868753,Via Novara - Via Sant'Elena,platform,POINT (9.1110272 45.4764649),45.4764649,9.1110272,
2038,node,2997508997,Romolo M2,stop_position,POINT (9.1681806 45.4426033),45.4426033,9.1681806,
2039,node,2997508999,Romolo M2,stop_position,POINT (9.1679537 45.4430398),45.4430398,9.1679537,
2040,node,2997509000,Romolo M2,platform,POINT (9.1679576 45.4430794),45.4430794,9.1679576,
