,lat,lon
325,45.4714387,9.1731416
326,45.474797,9.1515544
327,45.4779366,9.1505209
328,45.4725895,9.1622385
329,45.4738832,9.1605318
330,45.4735861,9.1605538
331,45.4708749,9.164107
332,45.4708549,9.1643776
333,45.4698892,9.1656454
334,45.4697465,9.1655513
335,45.473597,9.1704747
336,45.4674159,9.1765143
337,45.4785099,9.1472522
338,45.4714029,9.1113399
339,45.4724722,9.1183104
340,45.5027869,9.1207281
341,45.5025177,9.1254342
342,45.5026287,9.1254015
343,45.4913518,9.1538457
344,45.5083732,9.1363831
345,45.5056719,9.1357318
346,45.5007975,9.1307706
347,45.5052133,9.1316125
348,45.5049689,9.1361215
349,45.5028128,9.1267744
350,45.5030477,9.1269457
351,45.5047189,9.1285578
352,45.5046062,9.1285578
353,45.5056194,9.132042
354,45.5022019,9.1400414
355,45.5029463,9.1383075
356,45.5026491,9.1397082
357,45.4628237,9.1548748
358,45.4693611,9.1261164
359,45.4694115,9.1251598
360,45.4635682,9.139677
361,45.464719,9.1363066
362,45.4673849,9.1364877
363,45.4644446,9.1421552
364,45.4657685,9.145859
365,45.4665847,9.1494506
366,45.4635033,9.1377742
367,45.4643898,9.1416274
368,45.4647549,9.1375286
369,45.4676456,9.1347967
370,45.4661888,9.1372803
371,45.4651981,9.14356
372,45.5184076,9.1307562
373,45.5180519,9.1303625
374,45.5191267,9.1329285
375,45.5192831,9.1334075
376,45.5185847,9.1360692
377,45.5187416,9.1358249
378,45.5189202,9.1385711
379,45.5120763,9.1283538
380,45.5120077,9.1282806
381,45.5146491,9.1283272
382,45.5153317,9.1279091
383,45.5191853,9.1390823
384,45.519206,9.140844
385,45.5194158,9.1408368
386,45.5198195,9.1445088
387,45.5199971,9.1443653
388,45.5164487,9.1275471
389,45.5164779,9.127729
390,45.469714,9.1451161
391,45.4697104,9.1452654
392,45.4719634,9.1445636
393,45.4719048,9.1444365
394,45.4734416,9.1439534
395,45.4729852,9.144238
396,45.4767345,9.142727
397,45.4753051,9.1435177
398,45.4768352,9.1445035
399,45.456192,9.1867241
400,45.464286,9.1873767
401,45.4434835,9.1787649
402,45.4458224,9.1880094
403,45.445924,9.1879986
404,45.4462583,9.1939387
405,45.4464157,9.1950629
406,45.4464212,9.1976879
407,45.4500504,9.1557438
408,45.4501144,9.1558318
409,45.4482345,9.1577965
410,45.4447242,9.1636461
411,45.4441017,9.1673741
412,45.4439276,9.1717896
413,45.4437593,9.1754189
414,45.4529163,9.154048
415,45.4574236,9.151518
416,45.4573933,9.1513633
417,45.4607177,9.1495058
418,45.4557087,9.1524272
419,45.4632975,9.1479983
420,45.4662947,9.1463294
421,45.5166285,9.1364631
422,45.5167222,9.136379
423,45.5170365,9.1390718
424,45.5171689,9.1393987
425,45.5154988,9.1442728
426,45.5153322,9.1439529
427,45.4779266,9.1687707
428,45.488461,9.1556776
429,45.4861323,9.1593989
430,45.4862814,9.1581398
431,45.4877349,9.1574003
432,45.465238,9.1751544
433,45.469184,9.1761309
434,45.4688832,9.1764571
435,45.4690106,9.176603
436,45.4846953,9.1612807
437,45.4751401,9.1812462
438,45.4817155,9.1814536
439,45.4950893,9.1756632
440,45.495394,9.1769563
441,45.4969639,9.1769157
442,45.4968609,9.1769938
443,45.4965809,9.1715819
444,45.5130714,9.1474137
445,45.513638,9.1476511
446,45.5136113,9.1486936
447,45.5141053,9.1460495
448,45.5144553,9.1459275
449,45.4450235,9.1622827
450,45.4481366,9.1578424
451,45.4598086,9.1498873
452,45.4521745,9.154346
453,45.4546243,9.1529021
454,45.4438464,9.1719626
455,45.443256,9.1757131
456,45.4436474,9.1754736
457,45.4628313,9.1481223
458,45.4656904,9.1464535
459,45.4672159,9.1458935
460,45.4465623,9.1984842
461,45.4467045,9.2040317
462,45.4467965,9.203809
463,45.447006,9.2085374
464,45.456144,9.1405553
465,45.4564365,9.1399581
466,45.4582516,9.1389125
467,45.4618809,9.1369996
468,45.4706375,9.1351095
469,45.4719771,9.1330677
470,45.4676642,9.1367958
471,45.4703345,9.1351767
472,45.4702277,9.1346829
473,45.4736049,9.1346477
474,45.4742462,9.1352431
475,45.4750906,9.1369404
476,45.4770834,9.1400384
477,45.4774634,9.1401671
478,45.4381875,9.1538954
479,45.4374539,9.1620757
480,45.437317,9.1577885
481,45.43774,9.1685709
482,45.4373894,9.1715227
483,45.4379677,9.1708412
484,45.4373514,9.1790156
485,45.437481,9.1790671
486,45.4374057,9.1825401
487,45.4373978,9.1864479
488,45.4373851,9.1887656
489,45.4373279,9.1947277
490,45.4372918,9.1965439
491,45.4361858,9.2011822
492,45.4360563,9.2011206
493,45.4367407,9.2066806
494,45.4369816,9.2095926
495,45.4368613,9.2097419
496,45.4369709,9.2124974
497,45.4369286,9.2154958
498,45.4373569,9.2183197
499,45.439216,9.2224315
500,45.438882,9.2267449
501,45.4372059,9.2302058
502,45.4421405,9.1487561
503,45.4497577,9.1438092
504,45.4398938,9.1516567
505,45.4396749,9.2233418
506,45.4659113,9.1459072
507,45.4955225,9.1473755
508,45.4958975,9.1472496
509,45.4928571,9.0733097
510,45.4927754,9.0728962
511,45.476335,9.0969208
512,45.489201,9.0729296
513,45.4766978,9.0934536
514,45.4762493,9.0887913
515,45.4776336,9.0863371
516,45.4790094,9.0890631
517,45.4757918,9.092269
518,45.472135,9.1114761
519,45.4774891,9.0931594
520,45.493125,9.0765485
521,45.4733435,9.1196609
522,45.4788299,9.0891765
523,45.4786793,9.1023044
524,45.4762738,9.0897809
525,45.4788899,9.1027012
526,45.4757484,9.0926299
527,45.4740599,9.1105493
528,45.4823375,9.0890482
529,45.474212,9.1202618
530,45.4756313,9.1211633
531,45.4762983,9.0974495
532,45.482534,9.0891506
533,45.4835043,9.0886265
534,45.4898525,9.0716743
535,45.4930825,9.076806
536,45.4852519,9.0830829
537,45.4781921,9.0884663
538,45.4740931,9.1101875
539,45.478254,9.0883014
540,45.4717159,9.1178223
541,45.4656469,9.1276721
542,45.4659963,9.127949
543,45.4662287,9.1271313
544,45.4681755,9.1265616
545,45.4752359,9.1246795
546,45.4736644,9.1268064
547,45.4719383,9.1286742
548,45.4724022,9.128522
549,45.4729829,9.1272891
550,45.4712376,9.1300622
551,45.4710671,9.1298019
552,45.4695447,9.1322488
553,45.4753137,9.1239953
554,45.5171908,9.1192757
555,45.5185292,9.1189579
556,45.4537988,9.2151095
557,45.399088,9.2059886
558,45.4028794,9.2091319
559,45.4028863,9.2087729
560,45.4716017,9.1821111
561,45.4310152,9.1568667
562,45.4307327,9.1585214
563,45.4313968,9.1562573
564,45.4481019,9.2107067
565,45.4498818,9.2198953
566,45.4899338,9.2007207
567,45.4500689,9.2154965
568,45.4502854,9.212408
569,45.491357,9.197611
570,45.4931049,9.1910176
571,45.4828257,9.2189776
572,45.4914515,9.1969134
573,45.4495446,9.2167636
574,45.4854409,9.2132807
575,45.4503596,9.2126321
576,45.4857165,9.2120631
577,45.482651,9.2190863
578,45.4495669,9.2181401
579,45.4503846,9.2214453
580,45.4548873,9.1132275
581,45.4548866,9.1126428
582,45.454788,9.1126868
583,45.4549891,9.1131988
584,45.4964005,9.1107014
585,45.4964492,9.1107156
586,45.4964862,9.1107671
587,45.5049506,9.0932217
588,45.4596656,9.1046883
589,45.4606536,9.0948397
590,45.4602495,9.1888116
591,45.4606067,9.1097233
592,45.4604613,9.1097367
593,45.4590791,9.101392
594,45.4567871,9.224143
595,45.4569154,9.223897
596,45.4561171,9.2231345
597,45.4562583,9.2229543
598,45.4552792,9.2166226
599,45.4559113,9.221314
600,45.4555527,9.2163043
601,45.4560903,9.2159492
602,45.4573207,9.2126609
603,45.4579818,9.212997
604,45.4578478,9.2123924
605,45.4575916,9.2133109
606,45.458382,9.2111958
607,45.4572008,9.2193103
608,45.4585524,9.210503
609,45.4596361,9.2076829
610,45.449883,9.2241585
611,45.4443003,9.2251275
612,45.4515953,9.22316
613,45.4337213,9.2372134
614,45.4343074,9.2367366
615,45.4323904,9.2403572
616,45.4720052,9.1834022
617,45.4715475,9.1810384
618,45.4486347,9.1604273
619,45.4736241,9.1813067
620,45.4735902,9.1809821
621,45.4481567,9.1605176
622,45.4981176,9.1670899
623,45.4980628,9.1669648
624,45.4601812,9.1143202
625,45.4611926,9.1194409
626,45.4631879,9.135815
627,45.460782,9.1167469
628,45.4595361,9.1008855
629,45.4601781,9.0977961
630,45.4596029,9.1013289
631,45.4612972,9.1191025
632,45.4606283,9.1166947
633,45.4603225,9.1138518
634,45.4599445,9.0985482
635,45.4597608,9.1094219
636,45.458332,9.0906656
637,45.4600991,9.1091419
638,45.4589513,9.092289
639,45.4584325,9.0906581
640,45.4588286,9.0923637
641,45.4562457,9.0917499
642,45.4667553,9.1497364
643,45.4632129,9.1348322
644,45.4597224,9.1488138
645,45.4574979,9.1215827
646,45.4572833,9.1214592
647,45.4511521,9.1339511
648,45.4676959,9.1337076
649,45.4720472,9.1367467
650,45.4680245,9.1316293
651,45.4689998,9.1369088
652,45.4678369,9.1309677
653,45.4674128,9.1377025
654,45.4834973,9.1479915
655,45.4673939,9.1409402
656,45.4831303,9.1492312
657,45.4806328,9.1506492
658,45.4720823,9.1381007
659,45.4846038,9.1465482
660,45.46733,9.1412218
661,45.5134453,9.1365676
662,45.4626775,9.1279528
663,45.5006996,9.1417422
664,45.512126,9.1369799
665,45.4625161,9.1147991
666,45.4645779,9.0918465
667,45.5006537,9.1419822
668,45.5086174,9.1380496
669,45.4979791,9.1448537
670,45.4622382,9.1235256
671,45.4630071,9.1271522
672,45.4987405,9.1441521
673,45.4290203,9.2575691
674,45.429018,9.2565338
675,45.5182662,9.1189852
676,45.5201597,9.1702209
677,45.4611371,9.163632
678,45.4679827,9.1654542
679,45.452664,9.1762942
680,45.4572427,9.1812712
681,45.4573893,9.1811507
682,45.5217696,9.1923725
683,45.5243032,9.1925542
684,45.5229,9.1921148
685,45.4792114,9.2696205
686,45.4763866,9.269249
687,45.4874783,9.2680674
688,45.4777407,9.2541144
689,45.4763208,9.2476532
690,45.478431,9.2570823
691,45.4779401,9.253768
692,45.4766058,9.2489661
693,45.4766144,9.2478425
694,45.4785231,9.256169
695,45.4872993,9.2683911
696,45.4982709,9.3010399
697,45.5061157,9.3008226
698,45.497436,9.2887231
699,45.506127,9.3010437
700,45.4955673,9.2910191
701,45.4876589,9.2974618
702,45.4875743,9.2980036
703,45.5043444,9.301002
704,45.5033749,9.3008548
705,45.497831,9.3001815
706,45.4975638,9.293822
707,45.4874536,9.2909242
708,45.4975658,9.3001869
709,45.4873675,9.2908287
710,45.4895449,9.2986204
711,45.4868717,9.2541105
712,45.467646,9.1983594
713,45.4650637,9.1970964
714,45.4648337,9.1968777
715,45.4396578,9.2279747
716,45.4616034,9.1150131
717,45.4604619,9.0952108
718,45.4629808,9.0927958
719,45.4625991,9.0931704
720,45.4690206,9.0874133
721,45.4690543,9.086703
722,45.4656972,9.0841137
723,45.4671938,9.083515
724,45.4678849,9.0846472
725,45.4610374,9.083219
726,45.4593951,9.0842879
727,45.459628,9.0883543
728,45.5085014,9.1346453
729,45.4626786,9.1737528
730,45.456816,9.1829832
731,45.4467328,9.2109481
732,45.4556464,9.1964686
733,45.4469917,9.2081718
734,45.4469561,9.2110826
735,45.4591461,9.1770335
736,45.455871,9.1962804
737,45.4485373,9.2082468
738,45.4611857,9.1738458
739,45.4569413,9.1832193
740,45.442926,9.217896
741,45.4569668,9.1902022
742,45.4409097,9.2226351
743,45.4482048,9.2085829
744,45.4404891,9.2229364
745,45.4478268,9.1975441
746,45.4569204,9.1903718
747,45.4512459,9.203554
748,45.446823,9.2086824
749,45.4603908,9.1594667
750,45.4584425,9.1258307
751,45.4588441,9.1265586
752,45.4613861,9.1624078
753,45.4566272,9.1182195
754,45.4613931,9.1621599
755,45.455635,9.1395406
756,45.4599058,9.1552776
757,45.4602766,9.1595652
758,45.4518555,9.1354758
759,45.4500249,9.1363897
760,45.4655978,9.1552927
761,45.4626658,9.1551364
762,45.4550901,9.1520084
763,45.4601516,9.1601435
764,45.4624221,9.1365758
765,45.4614227,9.1504606
766,45.4685319,9.1597583
767,45.467881,9.1565922
768,45.4680103,9.1563955
769,45.4681671,9.160989
770,45.4683134,9.1600442
771,45.4603231,9.1413675
772,45.4608409,9.1421062
773,45.4595576,9.1455784
774,45.4613614,9.1392655
775,45.4607326,9.1390642
776,45.4655777,9.1575592
777,45.5237346,9.165161
778,45.5237095,9.1642246
779,45.5232234,9.1624625
780,45.523405,9.1626138
781,45.5214275,9.1529876
782,45.5215313,9.1527012
783,45.5280892,9.1818089
784,45.5288232,9.1814801
785,45.5226257,9.1741606
786,45.5294694,9.1630618
787,45.523141,9.1752383
788,45.5245948,9.1787228
789,45.5203597,9.1707997
790,45.5244063,9.178946
791,45.5169973,9.1601023
792,45.5121739,9.1617685
793,45.5166628,9.150501
794,45.5151289,9.1607294
795,45.5122711,9.1646811
796,45.5181548,9.1540105
797,45.5146145,9.1577509
798,45.522624,9.1732744
799,45.4356851,9.2337172
800,45.4445011,9.2277414
801,45.4368225,9.2341281
802,45.4378851,9.2318586
803,45.4446694,9.227495
804,45.4443047,9.2309565
805,45.4327245,9.2245822
806,45.5266342,9.1644107
807,45.5222566,9.1660459
808,45.5225639,9.1588995
809,45.5237888,9.1752307
810,45.5223225,9.1570356
811,45.5158912,9.1502526
812,45.5186922,9.1544527
813,45.5309454,9.1623296
814,45.5223635,9.1667518
815,45.5263837,9.1919411
816,45.5221782,9.1569125
817,45.5292489,9.1670833
818,45.5287245,9.1657059
819,45.522381,9.1639126
820,45.5278705,9.181873
821,45.528303,9.1751068
822,45.5254542,9.1772366
823,45.5152316,9.1567693
824,45.5170516,9.1553001
825,45.5175088,9.1421772
826,45.5265618,9.1734949
827,45.5250461,9.1736235
828,45.524438,9.1628402
829,45.5175602,9.141921
830,45.5269591,9.1648176
831,45.5321193,9.1681136
832,45.5244555,9.174623
833,45.5254284,9.161286
834,45.5247694,9.1622941
835,45.5286922,9.1734946
836,45.5282184,9.1634437
837,45.5231225,9.1670053
838,45.5261067,9.1659527
839,45.5201513,9.1696334
840,45.5252296,9.1647077
841,45.5254368,9.1612267
842,45.5229779,9.1602863
843,45.5201015,9.1695747
844,45.5171596,9.1562198
845,45.470271,9.1974886
846,45.4693084,9.1987407
847,45.4692448,9.18924
848,45.4732543,9.1905853
849,45.4701109,9.1917717
850,45.4718503,9.1957764
851,45.4687272,9.1846307
852,45.4724684,9.1944481
853,45.4655168,9.1982934
854,45.4657011,9.1998155
855,45.4723743,9.2028029
856,45.4719675,9.2027503
857,45.4802906,9.2104972
858,45.4830144,9.2142752
859,45.4836156,9.2134077
860,45.4854827,9.2094017
861,45.4899527,9.2003243
862,45.4943975,9.1857766
863,45.4855641,9.2094341
864,45.4921834,9.193828
865,45.494527,9.185647
866,45.4865112,9.207358
867,45.4924107,9.1939701
868,45.492468,9.1934208
869,45.4939014,9.1932098
870,45.4866591,9.2072566
871,45.4945552,9.1858454
872,45.4924,9.1933501
873,45.513447,9.2141109
874,45.5144561,9.2088712
875,45.4631146,9.131122
876,45.4629869,9.1325482
877,45.4573546,9.093888
878,45.4569208,9.0933921
879,45.4560191,9.0903718
880,45.4573797,9.0940393
881,45.4663732,9.147723
882,45.4578301,9.0964512
883,45.4600635,9.129547
884,45.4663076,9.1479622
885,45.4588014,9.1009676
886,45.4570599,9.1121527
887,45.4568079,9.0936374
888,45.4570292,9.1126147
889,45.4542458,9.0835661
890,45.5155391,9.1726291
891,45.5055096,9.1796049
892,45.5001422,9.1831834
893,45.5095223,9.1897846
894,45.5071365,9.1886211
895,45.5338179,9.1612865
896,45.4978436,9.1847351
897,45.4887655,9.2002784
898,45.4977955,9.1850754
899,45.5031466,9.1612985
900,45.505327,9.1601555
901,45.5051089,9.1750701
902,45.5066201,9.1603291
903,45.5034102,9.1693258
904,45.5030859,9.1611664
905,45.5047887,9.1602401
906,45.5077215,9.1664872
907,45.5071892,9.1634887
908,45.5043508,9.172479
909,45.5026376,9.1631483
910,45.51372,9.1366534
911,45.5162054,9.1525351
912,45.5163533,9.1528638
913,45.5150778,9.1601461
914,45.5137094,9.1739141
915,45.5176001,9.1712264
916,45.5086265,9.1772937
917,45.5085602,9.1774869
918,45.5104444,9.1760083
919,45.5096575,9.1767107
920,45.5066627,9.1786967
921,45.5117677,9.1752477
922,45.51788,9.1709098
923,45.5225031,9.1726523
924,45.5284647,9.1603728
925,45.5276286,9.1588898
926,45.4975099,9.1785707
927,45.4901176,9.1898397
928,45.5049393,9.1704891
929,45.5020254,9.1781924
930,45.4886843,9.1945955
931,45.5029142,9.1765529
932,45.499955,9.178453
933,45.4872272,9.2028252
934,45.5004358,9.1782053
935,45.5029255,9.1767368
936,45.4977841,9.1787205
937,45.5021033,9.1779979
938,45.4862077,9.199762
939,45.5096611,9.1673204
940,45.4908983,9.1894348
941,45.5113527,9.1665148
942,45.4721062,9.1624859
943,45.4676019,9.1657031
944,45.4681058,9.1663802
945,45.4743044,9.1500611
946,45.4737387,9.1510893
947,45.4734495,9.1546515
948,45.4736682,9.1508134
949,45.4762078,9.1475321
950,45.5188689,9.1920909
951,45.4655596,9.1659302
952,45.4703811,9.1644644
953,45.4653625,9.1654456
954,45.4637765,9.1649365
955,45.4633156,9.1652021
956,45.46355,9.1643358
957,45.4819293,9.1919086
958,45.4710433,9.2449739
959,45.4748925,9.2481013
960,45.4727718,9.2490562
961,45.4718389,9.2475355
962,45.4708992,9.2411837
963,45.4759439,9.2476547
964,45.4711766,9.241739
965,45.5248461,9.1916767
966,45.5248603,9.1917165
967,45.487377,9.296264
968,45.4840635,9.2147498
969,45.4956946,9.1719984
970,45.4969761,9.1706909
971,45.488093,9.203427
972,45.4327081,9.2474401
973,45.4814078,9.2412138
974,45.4745476,9.2476766
975,45.4736893,9.2456543
976,45.4848539,9.236591
977,45.4444039,9.1833527
978,45.46079,9.1904537
979,45.4627066,9.1943145
980,45.4296969,9.256859
981,45.4413539,9.1753207
982,45.4407724,9.1734096
983,45.4530395,9.1734874
984,45.4604289,9.1886821
985,45.4637112,9.1690125
986,45.4503878,9.0681488
987,45.462689,9.1977395
988,45.5249431,9.174627
989,45.5187573,9.1914947
990,45.5173551,9.1942776
991,45.516587,9.2006314
992,45.5173914,9.1976728
993,45.5160344,9.2025117
994,45.5142861,9.2087373
995,45.5153009,9.2050766
996,45.5170052,9.2008039
997,45.5131895,9.2103611
998,45.5165876,9.2035814
999,45.5155059,9.2049035
1000,45.5186247,9.2000222
1001,45.5188704,9.1921448
1002,45.5192639,9.1921676
1003,45.51912,9.1967569
1004,45.5035198,9.1810207
1005,45.499989,9.1834723
1006,45.5164119,9.171845
1007,45.4727134,9.3057632
1008,45.4745615,9.3066022
1009,45.4770103,9.299182
1010,45.4772107,9.2984694
1011,45.4748914,9.2886588
