,name,geometry,lat,lon
249,,"POLYGON ((9.2644137 45.4703465, 9.2640733 45.4703177, 9.2637601 45.4702912, 9.2629042 45.4702189, 9.2620172 45.4701431, 9.2617876 45.4701228, 9.2618224 45.4699097, 9.2644503 45.4701274, 9.2644137 45.4703465))",9.2644137,45.4703465
250,,"POLYGON ((9.1852202 45.4840707, 9.1853845 45.4839649, 9.1870117 45.485338, 9.1872646 45.485558, 9.1871797 45.4856065, 9.1870772 45.4855748, 9.1869226 45.4855038, 9.1867828 45.485387, 9.1852202 45.4840707))",9.1852202,45.4840707
251,,"POLYGON ((9.1012727 45.493461, 9.1019037 45.4935838, 9.1018241 45.49391, 9.1010928 45.4937464, 9.1011276 45.4935615, 9.1011666 45.4934833, 9.1012727 45.493461))",9.1012727,45.493461
252,,"POLYGON ((9.1944062 45.4623361, 9.1947126 45.4621126, 9.1947977 45.4621848, 9.1949145 45.4622838, 9.1949099 45.4624357, 9.1946486 45.4624358, 9.1945643 45.4624084, 9.1944062 45.4623361))",9.1944062,45.4623361
253,,"POLYGON ((9.1015309 45.4889916, 9.1017426 45.4890065, 9.1016722 45.4898341, 9.1014611 45.4898299, 9.1015309 45.4889916))",9.1015309,45.4889916
254,,"POLYGON ((9.1023753 45.4874231, 9.1031568 45.4875857, 9.1031499 45.487602, 9.1030845 45.4877567, 9.1023029 45.4875941, 9.1023753 45.4874231))",9.1023753,45.4874231
255,,"POLYGON ((9.1039471 45.4845088, 9.1044659 45.4839396, 9.1046726 45.4840466, 9.1041434 45.4845924, 9.1039471 45.4845088))",9.1039471,45.4845088
256,,"POLYGON ((9.0977433 45.4812052, 9.0997178 45.4806293, 9.0997938 45.4807731, 9.0978237 45.4813442, 9.0977433 45.4812052))",9.0977433,45.4812052
257,,"POLYGON ((9.0955751 45.4817393, 9.0975032 45.481269, 9.0975843 45.4814339, 9.0956376 45.4818721, 9.0955751 45.4817393))",9.0955751,45.4817393
258,,"POLYGON ((9.0769261 45.4931608, 9.0769225 45.4931879, 9.0768873 45.4934545, 9.0764571 45.4934152, 9.0764914 45.4931262, 9.0769261 45.4931608))",9.0769261,45.4931608
259,,"POLYGON ((9.1572452 45.4354698, 9.1571026 45.4354639, 9.1566252 45.4354489, 9.1566017 45.4357946, 9.156686 45.4357975, 9.1572199 45.4358166, 9.1572452 45.4354698))",9.1572452,45.4354698
260,,"POLYGON ((9.1566405 45.4294471, 9.1566382 45.429249, 9.1564027 45.4292503, 9.1560349 45.4292533, 9.1560382 45.4294519, 9.1565798 45.4294474, 9.1566405 45.4294471))",9.1566405,45.4294471
261,,"POLYGON ((9.1568815 45.4223515, 9.1569858 45.4225803, 9.157106 45.4225546, 9.1571758 45.4225405, 9.1571041 45.4223803, 9.1570825 45.4223464, 9.1570275 45.4223464, 9.1568815 45.4223515))",9.1568815,45.4223515
262,,"POLYGON ((9.157498 45.4329011, 9.1575612 45.4329727, 9.1576475 45.4330702, 9.1577255 45.4331614, 9.1577853 45.4332344, 9.1580383 45.4331324, 9.1579827 45.4330645, 9.1579036 45.4329658, 9.1578216 45.4328639, 9.1577629 45.4327911, 9.1576817 45.4328234, 9.1576189 45.4328492, 9.1575566 45.4328756, 9.157498 45.4329011))",9.157498,45.4329011
263,Famagosta,"POLYGON ((9.1684617 45.4369816, 9.1685237 45.4369799, 9.1685851 45.4369783, 9.1688341 45.4369718, 9.1690381 45.4369664, 9.1693446 45.4369584, 9.1693501 45.4370617, 9.1700808 45.4370425, 9.1700553 45.4365659, 9.1698451 45.4365714, 9.1698124 45.4359578, 9.1693899 45.4359689, 9.1690568 45.4359776, 9.1689786 45.4359797, 9.1687748 45.4359851, 9.1685282 45.4359915, 9.1684626 45.4359933, 9.168409 45.4359947, 9.1684617 45.4369816))",9.1684617,45.4369816
264,Piazza Santa Maria alla Fontana,"POLYGON ((9.1882026 45.4923666, 9.1884607 45.4924468, 9.1884157 45.4925181, 9.1884829 45.4925389, 9.1884697 45.4925599, 9.1884523 45.4925873, 9.1883633 45.4925597, 9.1883133 45.492639, 9.1884001 45.492666, 9.188378 45.4927008, 9.1883576 45.4927331, 9.1882504 45.4926999, 9.1882108 45.4927625, 9.1883154 45.492795, 9.1882992 45.4928207, 9.188281 45.4928495, 9.1881767 45.4928171, 9.1879605 45.49275, 9.1882026 45.4923666))",9.1882026,45.4923666
265,,"POLYGON ((9.2085507 45.4816344, 9.2088936 45.481459, 9.209976 45.482554, 9.2099209 45.4825719, 9.2096608 45.4827094, 9.2096358 45.4827218, 9.2096139 45.4826999, 9.2085507 45.4816344))",9.2085507,45.4816344
266,,"POLYGON ((9.2040966 45.5178818, 9.2044038 45.5184601, 9.2039303 45.5185863, 9.2036514 45.5180642, 9.20352 45.5180417, 9.2036273 45.5177767, 9.2038362 45.5178158, 9.2038745 45.5178863, 9.2039033 45.5179334, 9.2040966 45.5178818))",9.2040966,45.5178818
267,,"POLYGON ((9.1195936 45.5184243, 9.1196669 45.518426, 9.119738 45.518434, 9.1198063 45.5184362, 9.1197983 45.5186285, 9.1197983 45.5187469, 9.1198229 45.5188695, 9.1198761 45.5190119, 9.1199293 45.5191487, 9.1200317 45.5193177, 9.1201415 45.5194813, 9.1204345 45.5196956, 9.1207039 45.5198749, 9.1207767 45.5199102, 9.1207465 45.5200101, 9.1206733 45.5203296, 9.1197064 45.5203416, 9.1195871 45.5191105, 9.1196501 45.5191086, 9.1197031 45.5190509, 9.1196924 45.5189292, 9.1196005 45.5189334, 9.1195936 45.5184243))",9.1195936,45.5184243
268,,"POLYGON ((9.1253879 45.5221613, 9.1264251 45.5212917, 9.1265841 45.5213976, 9.1262819 45.5216565, 9.1266213 45.5218626, 9.1254839 45.5228038, 9.1254363 45.5227794, 9.125374 45.5227718, 9.1251522 45.5226322, 9.1255734 45.5222718, 9.1253879 45.5221613))",9.1253879,45.5221613
269,,"POLYGON ((9.1499378 45.517844, 9.149873 45.5180567, 9.1498465 45.518143, 9.1497803 45.5183586, 9.149646 45.5187956, 9.1483723 45.5186338, 9.1481993 45.5190539, 9.1476845 45.5189757, 9.1481405 45.5175981, 9.1499378 45.517844))",9.1499378,45.517844
270,,"POLYGON ((9.2317508 45.4564826, 9.2329366 45.4564861, 9.2329875 45.4565176, 9.2329997 45.4565734, 9.2330042 45.4566967, 9.2331635 45.4566992, 9.233321 45.4567017, 9.233321 45.4565709, 9.2333512 45.4564955, 9.2334317 45.4564754, 9.2338291 45.4564754, 9.2338291 45.4569482, 9.2335222 45.4569532, 9.2335222 45.457758, 9.2317567 45.457758, 9.2317508 45.4564826))",9.2317508,45.4564826
271,,"POLYGON ((9.2317097 45.4585477, 9.2344866 45.4585449, 9.2344866 45.4578784, 9.2353809 45.4578784, 9.2353752 45.4579781, 9.2353183 45.4581347, 9.2352129 45.4583085, 9.2350819 45.4584594, 9.234911 45.4585904, 9.2345521 45.4587556, 9.2342246 45.4588781, 9.2339084 45.4589578, 9.2333758 45.4589664, 9.2317097 45.4589664, 9.2317097 45.4585477))",9.2317097,45.4585477
272,,"POLYGON ((9.1774494 45.4968899, 9.1786243 45.4969623, 9.1785532 45.4970666, 9.17733 45.4969899, 9.1774494 45.4968899))",9.1774494,45.4968899
273,,"POLYGON ((9.1651498 45.498835, 9.1653773 45.498673, 9.1656795 45.4986672, 9.1659637 45.4986491, 9.1659882 45.4987431, 9.1659759 45.4987682, 9.1658417 45.4988489, 9.1655508 45.4989907, 9.1654993 45.4989945, 9.1654555 45.4989897, 9.1652435 45.4988807, 9.1651498 45.498835))",9.1651498,45.498835
274,,"POLYGON ((9.1793839 45.497009, 9.1817479 45.4971546, 9.1817433 45.4972668, 9.1793703 45.4971179, 9.1793839 45.497009))",9.1793839,45.497009
275,,"POLYGON ((9.1620202 45.4396984, 9.1620826 45.439645, 9.1623601 45.4394078, 9.1624145 45.4393614, 9.1625507 45.4392449, 9.1626247 45.4391832, 9.1628056 45.4391934, 9.1630578 45.4393483, 9.1624372 45.4398668, 9.1623986 45.4398992, 9.1620202 45.4396984))",9.1620202,45.4396984
276,,"POLYGON ((9.2381501 45.5035361, 9.2383073 45.5036551, 9.2381836 45.5037489, 9.2380202 45.5036213, 9.2381501 45.5035361))",9.2381501,45.5035361
277,,"POLYGON ((9.223576 45.5083117, 9.2240602 45.5085861, 9.2250619 45.5086398, 9.2252209 45.5092137, 9.2244163 45.5092073, 9.2243217 45.5092287, 9.2240236 45.5097947, 9.2237903 45.5090216, 9.223715 45.5087721, 9.223576 45.5083117))",9.223576,45.5083117
278,,"POLYGON ((9.2298845 45.513384, 9.230097 45.5132504, 9.2301613 45.5133062, 9.2301069 45.5135668, 9.229906 45.5135456, 9.2298595 45.5134971, 9.2298845 45.513384))",9.2298845,45.513384
279,,"POLYGON ((9.2031275 45.495832, 9.2031585 45.4958203, 9.2037346 45.4956038, 9.2038814 45.4957957, 9.2032743 45.4960239, 9.2032175 45.4959497, 9.2031275 45.495832))",9.2031275,45.495832
280,,"POLYGON ((9.2227358 45.5175041, 9.2229242 45.5174733, 9.2229946 45.5176849, 9.2228061 45.5177156, 9.2227358 45.5175041))",9.2227358,45.5175041
281,,"POLYGON ((9.2292866 45.5167484, 9.2307524 45.5169312, 9.2307182 45.5170855, 9.2292371 45.5168899, 9.2292866 45.5167484))",9.2292866,45.5167484
282,,"POLYGON ((9.227963 45.514335, 9.2284867 45.5144619, 9.2285125 45.5143823, 9.2285966 45.5141232, 9.2285591 45.5140347, 9.2285358 45.5140383, 9.2284983 45.5140484, 9.2284205 45.5140775, 9.2282773 45.5141123, 9.2281681 45.5141241, 9.2281029 45.5141423, 9.2280799 45.514149, 9.227963 45.514335))",9.227963,45.514335
283,,"POLYGON ((9.2209883 45.5137609, 9.2213209 45.5137333, 9.2214189 45.5137997, 9.2214932 45.5138984, 9.2212521 45.5139157, 9.2212029 45.5138383, 9.2209812 45.5138608, 9.2209883 45.5137609))",9.2209883,45.5137609
284,,"POLYGON ((9.2224778 45.5179014, 9.2226689 45.5178749, 9.2228117 45.5184332, 9.2226407 45.5184501, 9.2224778 45.5179014))",9.2224778,45.5179014
285,,"POLYGON ((9.1514067 45.515539, 9.1519192 45.5157602, 9.1527386 45.516114, 9.1528401 45.5161578, 9.1533706 45.5163695, 9.1536215 45.5160956, 9.1537993 45.5161402, 9.1534015 45.5165706, 9.1513159 45.5156576, 9.1514067 45.515539))",9.1514067,45.515539
286,,"POLYGON ((9.1549061 45.5134612, 9.1558062 45.5136594, 9.1557036 45.5138879, 9.1548152 45.5137107, 9.1549061 45.5134612))",9.1549061,45.5134612
287,,"POLYGON ((9.159268 45.5125431, 9.1593211 45.5124778, 9.1595772 45.5125957, 9.1592992 45.5127083, 9.1591462 45.5126887, 9.1591877 45.5126391, 9.159268 45.5125431))",9.159268,45.5125431
288,,"POLYGON ((9.1601926 45.5175313, 9.1601459 45.5176573, 9.1608258 45.5177952, 9.1608879 45.5176901, 9.1601926 45.5175313))",9.1601926,45.5175313
289,,"POLYGON ((9.1736077 45.5077815, 9.172834 45.5087054, 9.1729728 45.5087637, 9.1737181 45.5078316, 9.1736077 45.5077815))",9.1736077,45.5077815
290,,"POLYGON ((9.1928828 45.4959298, 9.1941019 45.4956031, 9.1941713 45.4957304, 9.1929522 45.496057, 9.1929206 45.495999, 9.1928828 45.4959298))",9.1928828,45.4959298
291,,"POLYGON ((9.1897136 45.4967809, 9.1914516 45.4963098, 9.191525 45.4964433, 9.1897861 45.4969127, 9.1897136 45.4967809))",9.1897136,45.4967809
292,,"POLYGON ((9.1886705 45.4972138, 9.1873362 45.497574, 9.1872642 45.4974449, 9.1885978 45.4970834, 9.1886705 45.4972138))",9.1886705,45.4972138
293,,"POLYGON ((9.1819247 45.4972782, 9.1819308 45.4971658, 9.18339 45.4972557, 9.1834432 45.4973734, 9.1819247 45.4972782))",9.1819247,45.4972782
294,,"POLYGON ((9.1849815 45.494811, 9.185413 45.4958128, 9.1857083 45.4957449, 9.1852766 45.4947869, 9.1852009 45.4947528, 9.1849815 45.494811))",9.1849815,45.494811
295,,"POLYGON ((9.194829 45.5067008, 9.1953369 45.5065927, 9.1955575 45.5070362, 9.1955894 45.5070996, 9.1955007 45.507125, 9.1954578 45.5071831, 9.1955407 45.5073673, 9.1952027 45.5074492, 9.1950933 45.5072536, 9.1951363 45.5072432, 9.1951123 45.507191, 9.1950698 45.5072009, 9.194829 45.5067008))",9.194829,45.5067008
296,,"POLYGON ((9.1924848 45.5038854, 9.1928543 45.5038338, 9.1929263 45.5040625, 9.1925564 45.5041225, 9.1924848 45.5038854))",9.1924848,45.5038854
297,,"POLYGON ((9.2108052 45.5101697, 9.2116506 45.5099316, 9.2116795 45.5099819, 9.2108341 45.51022, 9.2108052 45.5101697))",9.2108052,45.5101697
298,,"POLYGON ((9.1988962 45.49269, 9.1990132 45.4926479, 9.1992861 45.4930012, 9.199178 45.4930468, 9.1988962 45.49269))",9.1988962,45.49269
299,,"POLYGON ((9.1993809 45.4925065, 9.1995008 45.4924621, 9.1997792 45.4928362, 9.1996559 45.492863, 9.1993809 45.4925065))",9.1993809,45.4925065
300,,"POLYGON ((9.2471348 45.4773387, 9.2477373 45.4774736, 9.2477145 45.4775305, 9.2477351 45.4775779, 9.2476431 45.4777708, 9.2469301 45.4776112, 9.2470463 45.4773582, 9.24712 45.4773756, 9.2471348 45.4773387))",9.2471348,45.4773387
301,,"POLYGON ((9.2459326 45.4797881, 9.2467331 45.4799606, 9.2466307 45.4801746, 9.2465994 45.48024, 9.2458048 45.4800549, 9.2459266 45.4798019, 9.2459326 45.4797881))",9.2459326,45.4797881
302,,"POLYGON ((9.2512203 45.4815358, 9.2512823 45.4815501, 9.2519447 45.4817027, 9.2526536 45.4818748, 9.2524191 45.4823807, 9.2508841 45.482047, 9.2512203 45.4815358))",9.2512203,45.4815358
303,,"POLYGON ((9.2444891 45.4694624, 9.2451593 45.4694693, 9.2452074 45.4694705, 9.2453366 45.4694686, 9.2453273 45.4697969, 9.2453179 45.4700896, 9.2450941 45.4700519, 9.2440926 45.4698721, 9.2440312 45.4698119, 9.2440477 45.4696538, 9.2440758 45.4695323, 9.2443369 45.4694877, 9.2444891 45.4694624))",9.2444891,45.4694624
304,,"POLYGON ((9.2454292 45.4702162, 9.2456822 45.4702597, 9.2461036 45.4703321, 9.2460959 45.4703533, 9.2460931 45.4703613, 9.2459361 45.4707941, 9.2457668 45.47073, 9.2456805 45.4706283, 9.2456283 45.4705478, 9.2455618 45.4704499, 9.2454339 45.4702664, 9.2454217 45.4702489, 9.2454292 45.4702162))",9.2454292,45.4702162
305,,"POLYGON ((9.2386801 45.4625249, 9.2388636 45.462431, 9.2389339 45.4622714, 9.2394084 45.462268, 9.2394085 45.4623203, 9.2394086 45.4624252, 9.2394132 45.4628443, 9.2395906 45.4628429, 9.2395918 45.4629543, 9.2396675 45.4629539, 9.2399338 45.4629525, 9.2401272 45.4631349, 9.2401281 45.46322, 9.2401371 45.4640633, 9.2397145 45.4640745, 9.2397292 45.4643472, 9.2394822 45.4643548, 9.2394119 45.4643535, 9.2393478 45.4643442, 9.239286 45.4643272, 9.2392351 45.4643055, 9.239191 45.4642745, 9.2391578 45.4642419, 9.2391269 45.4642017, 9.2388934 45.4638323, 9.2386961 45.4635201, 9.2387121 45.4631606, 9.2389165 45.4631553, 9.2389137 45.4630023, 9.2389498 45.4630015, 9.2389387 45.4627763, 9.2386383 45.46279, 9.2386303 45.4625557, 9.2386801 45.4625249))",9.2386801,45.4625249
306,,"POLYGON ((9.2328651 45.4796477, 9.2328663 45.4793679, 9.2331471 45.4793701, 9.2331503 45.4797634, 9.2328651 45.4796477))",9.2328651,45.4796477
307,,"POLYGON ((9.2038913 45.5262439, 9.2039231 45.526101, 9.2040078 45.5261194, 9.2040807 45.5261395, 9.2041492 45.5261674, 9.2042045 45.526203, 9.2042376 45.5262355, 9.2042597 45.5262633, 9.2043392 45.526403, 9.2042027 45.5264434, 9.2041683 45.5263852, 9.2041273 45.5263456, 9.2040694 45.5263116, 9.2039894 45.5262777, 9.2038913 45.5262439))",9.2038913,45.5262439
308,,"POLYGON ((9.2044794 45.5231196, 9.2045142 45.5230733, 9.2045602 45.523055, 9.2046639 45.5230642, 9.2050074 45.5236872, 9.2049075 45.5237145, 9.2048377 45.5237335, 9.2044794 45.5231196))",9.2044794,45.5231196
309,,"POLYGON ((9.1876686 45.4739754, 9.187783 45.4739843, 9.1881334 45.4752247, 9.1879233 45.4752333, 9.1876686 45.4739754))",9.1876686,45.4739754
310,,"POLYGON ((9.1383681 45.5146087, 9.1385607 45.5146379, 9.1383672 45.5152649, 9.1382814 45.5152519, 9.1381747 45.5152357, 9.1383681 45.5146087))",9.1383681,45.5146087
311,,"POLYGON ((9.140096 45.5079821, 9.1400326 45.5079699, 9.1400671 45.5080082, 9.1399654 45.5080526, 9.1399387 45.508015, 9.1399226 45.5080563, 9.1389673 45.5079053, 9.1389811 45.5078627, 9.138839 45.507842, 9.1388855 45.5077011, 9.1395109 45.5074534, 9.1401831 45.5072179, 9.1403306 45.5072517, 9.140096 45.5079821))",9.140096,45.5079821
312,,"POLYGON ((9.1458411 45.5124058, 9.1461287 45.5124491, 9.1460566 45.5127497, 9.1457866 45.5125949, 9.1458411 45.5124058))",9.1458411,45.5124058
313,,"POLYGON ((9.1338352 45.5137206, 9.1352636 45.5140628, 9.1357715 45.5141752, 9.13619 45.5142539, 9.1362773 45.5142792, 9.136226 45.514449, 9.1351023 45.5142259, 9.1343302 45.5140377, 9.1343896 45.5139218, 9.1338034 45.5137837, 9.1338352 45.5137206))",9.1338352,45.5137206
314,,"POLYGON ((9.0811208 45.4738375, 9.0817167 45.4732487, 9.0822658 45.4734641, 9.0821723 45.4735734, 9.0825747 45.4737624, 9.0820829 45.4743178, 9.0811208 45.4738375))",9.0811208,45.4738375
315,,"POLYGON ((9.2827861 45.4743775, 9.2839589 45.4740328, 9.2839852 45.4740745, 9.2841028 45.474071, 9.2841132 45.4740184, 9.2844149 45.4740134, 9.2844165 45.4740568, 9.2846568 45.4740579, 9.2846699 45.4741989, 9.2850254 45.4741827, 9.2853886 45.4741733, 9.2854424 45.4741356, 9.2854281 45.4739837, 9.2855572 45.4739868, 9.2860245 45.4740176, 9.2876003 45.4748562, 9.287674 45.4748955, 9.2873411 45.4751886, 9.2856613 45.4742174, 9.2835245 45.4743371, 9.2828753 45.4745014, 9.2827861 45.4743775))",9.2827861,45.4743775
316,,"POLYGON ((9.1209299 45.4715973, 9.121569 45.4712124, 9.1212751 45.4709727, 9.121242 45.4709445, 9.1206843 45.4712726, 9.1206018 45.4713205, 9.1205692 45.4713404, 9.1208009 45.4715398, 9.1208948 45.4716187, 9.1209299 45.4715973))",9.1209299,45.4715973
317,SMA,"POLYGON ((9.1275534 45.4686419, 9.1274976 45.4685419, 9.1285917 45.4681959, 9.1286611 45.4683068, 9.1275534 45.4686419))",9.1275534,45.4686419
318,,"POLYGON ((9.1845075 45.4643667, 9.1846112 45.4642178, 9.1850766 45.4644996, 9.1845075 45.4643667))",9.1845075,45.4643667
319,,"POLYGON ((9.1761434 45.4641248, 9.1764311 45.4638336, 9.1773829 45.4642881, 9.1770913 45.4645793, 9.1761434 45.4641248))",9.1761434,45.4641248
320,,"POLYGON ((9.1766685 45.4636191, 9.1768575 45.4634223, 9.1777824 45.4638672, 9.1775897 45.4640601, 9.1766685 45.4636191))",9.1766685,45.4636191
321,Deposito autoveicoli rimossi,"POLYGON ((9.1717899 45.4888902, 9.1722119 45.4883237, 9.1723383 45.48837, 9.173126 45.4886517, 9.1734089 45.4887529, 9.173313 45.4888848, 9.1731905 45.489034, 9.1728766 45.4894528, 9.1736884 45.4897695, 9.1736214 45.4898556, 9.1735321 45.4899703, 9.1733596 45.4900442, 9.1731658 45.4900471, 9.1730294 45.4900491, 9.1724971 45.4899703, 9.1724362 45.4899496, 9.1718317 45.4897436, 9.171743 45.489714, 9.1717008 45.489769, 9.1713677 45.4896555, 9.1720692 45.4890612, 9.1721258 45.4890132, 9.1717899 45.4888902))",9.1717899,45.4888902
322,,"POLYGON ((9.1651799 45.4935984, 9.1656309 45.4938898, 9.1655412 45.493954, 9.1651515 45.4936927, 9.1651799 45.4935984))",9.1651799,45.4935984
323,,"POLYGON ((9.1630017 45.4782807, 9.1631241 45.4785622, 9.1631787 45.4786553, 9.1631029 45.4786955, 9.1629335 45.4785629, 9.1628555 45.4785078, 9.1628431 45.4784624, 9.1628275 45.4784331, 9.1628043 45.4784141, 9.1628012 45.4783987, 9.1628306 45.4783767, 9.1628431 45.478359, 9.1629174 45.4782689, 9.1629438 45.4782945, 9.1630017 45.4782807))",9.1630017,45.4782807
324,,"POLYGON ((9.1885581 45.4853137, 9.1888452 45.4853478, 9.1887937 45.4854326, 9.1886376 45.4854171, 9.1885361 45.4858658, 9.1884447 45.4858719, 9.188412 45.4857323, 9.1883466 45.4854394, 9.1883605 45.4853874, 9.188407 45.4853537, 9.1884685 45.4853261, 9.1885581 45.4853137))",9.1885581,45.4853137
325,,"POLYGON ((9.1187751 45.5018061, 9.1191344 45.5021855, 9.1193805 45.5024358, 9.1195254 45.5025866, 9.1195949 45.5025996, 9.1197233 45.5025401, 9.119924 45.5024472, 9.1200253 45.5024004, 9.1205894 45.5021521, 9.1206334 45.5021183, 9.1204007 45.501674, 9.1203361 45.5016611, 9.1202758 45.5016717, 9.1201592 45.5016928, 9.1200474 45.5016735, 9.1199702 45.501629, 9.1198787 45.5016162, 9.1193358 45.5016932, 9.1187751 45.5018061))",9.1187751,45.5018061
326,,"POLYGON ((9.1217572 45.5050415, 9.1227046 45.5061127, 9.1229309 45.5053221, 9.1229859 45.5052065, 9.1230337 45.5051765, 9.1231278 45.505081, 9.1232098 45.5046203, 9.1226671 45.5045585, 9.1225843 45.5049796, 9.1221337 45.5049307, 9.1217921 45.5048746, 9.1217572 45.5050415))",9.1217572,45.5050415
327,,"POLYGON ((9.1161932 45.4428139, 9.116227 45.4430044, 9.1164516 45.4433199, 9.1165726 45.4434005, 9.1174287 45.4436388, 9.1178697 45.4428772, 9.1171192 45.4426535, 9.1170912 45.4426454, 9.1170396 45.4423315, 9.116544 45.4421928, 9.116525 45.4422048, 9.1164718 45.4423206, 9.1161932 45.4428139))",9.1161932,45.4428139
328,,"POLYGON ((9.1658587 45.4717352, 9.166878 45.4723944, 9.166917 45.472393, 9.166983 45.4724338, 9.167004 45.472415, 9.1670378 45.4723896, 9.1659398 45.4716708, 9.1658587 45.4717352))",9.1658587,45.4717352
329,,"POLYGON ((9.1134881 45.4445612, 9.113237 45.4450177, 9.1130308 45.4449577, 9.1133584 45.4443579, 9.1145167 45.4446765, 9.1144401 45.444822, 9.1134881 45.4445612))",9.1134881,45.4445612
330,,"POLYGON ((9.1679084 45.4505712, 9.1677327 45.4507613, 9.1682479 45.4510838, 9.1686476 45.4513811, 9.1687478 45.4514684, 9.1685234 45.451588, 9.1688058 45.4518253, 9.1689936 45.4519909, 9.1690757 45.4521061, 9.169164 45.4522589, 9.1692687 45.4524777, 9.169292 45.452535, 9.1693585 45.4526982, 9.1693796 45.4526943, 9.1695682 45.4526534, 9.1697471 45.4526272, 9.1697666 45.4526234, 9.1697875 45.4526186, 9.1698795 45.452599, 9.1697867 45.4523448, 9.1696764 45.4521267, 9.1695113 45.4518927, 9.1692072 45.4515597, 9.168923 45.4512939, 9.1685978 45.4510185, 9.1682679 45.4507845, 9.1681577 45.4507294, 9.1679084 45.4505712))",9.1679084,45.4505712
331,,"POLYGON ((9.1435345 45.4642785, 9.1441271 45.4644485, 9.1449041 45.4630654, 9.1444903 45.4629483, 9.1443311 45.4629032, 9.1435345 45.4642785))",9.1435345,45.4642785
332,,"POLYGON ((9.135963 45.4489629, 9.1360211 45.4490492, 9.1360607 45.4491081, 9.1361001 45.4491206, 9.1362305 45.4491622, 9.1368337 45.4481498, 9.1365667 45.448055, 9.135963 45.4489629))",9.135963,45.4489629
333,,"POLYGON ((9.2133625 45.4858707, 9.2134702 45.4858847, 9.213546 45.4858946, 9.2139875 45.4859521, 9.2145664 45.4860279, 9.2151284 45.4861013, 9.2152918 45.4861222, 9.2153261 45.4859928, 9.2151596 45.4859695, 9.2135027 45.4857551, 9.2133969 45.4857412, 9.2133625 45.4858707))",9.2133625,45.4858707
334,Autosilo San Barnaba,"POLYGON ((9.1986693 45.4597213, 9.1967697 45.4595959, 9.1967721 45.4595822, 9.1967983 45.4593945, 9.196961 45.4593588, 9.197108 45.4593266, 9.1983787 45.4590483, 9.1985603 45.4590607, 9.1985395 45.4591926, 9.198644 45.4591992, 9.1987512 45.4592031, 9.1986693 45.4597213))",9.1986693,45.4597213
