,lat,lon
23,45.4641385,9.1885548
26,45.4553979,9.1129252
27,45.4368888,9.1681331
29,45.4335776,9.2380577
49,45.4643154,9.2363556
50,45.4620064,9.2403893
51,45.429086,9.2563154
58,45.4599554,9.1893681
63,45.4808531,9.2252588
67,45.5048602,9.2477628
68,45.499541,9.2407696
73,45.4520244,9.1693602
76,45.4682326,9.176463
77,45.4681452,9.1771272
95,45.5051543,9.0933177
109,45.4762325,9.1183538
111,45.476243,9.1379391
125,45.4680015,9.2184474
126,45.4680832,9.2319078
127,45.4680673,9.2248739
